GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
348487       1   16374264   16410127    257      22  97173      0.57714      0.28192
1969         1   16440832   16492582    124      26  97173       1.1552      0.12401
128272       1   16514599   16549104    140      11  97173       1.1063      0.13429
101927546    1   16541343   16563528     56       8  97173       1.3523     0.088136
79363        1   16548182   16573659     56       8  97173       1.1535      0.12435
54455        1   16563339   16688965    299      14  97173      0.36916      0.35601
26099        1   16683525   16734643    136      15  97173       0.9003      0.18398
374955       1   16712101   16773919    177      29  97173      0.52317      0.30043
55707        1   16757167   16796585    115      18  97173      -0.3204      0.62567
100133301    1   16855561   16876198      9       1  97173      -2.7996      0.99744
55672        1   16878922   16950100      1       1  97173      -1.1095       0.8664
729574       1   16989498   17010007      4       1  97173     -0.29917      0.61759
9696         1   17238445   17309474    174      19  97173       2.0516     0.020106
4237         1   17290997   17318081     84      17  97173       4.4849   3.6475e-06
23400        1   17302453   17348467    117      17  97173       4.4662   3.9809e-06
6390         1   17335217   17390665    192      19  97173       4.2364   1.1355e-05
11240        1   17383256   17455948    362      23  97173       4.4958   3.4652e-06
29943        1   17521621   17582501    325      67  97173       2.1342     0.016415
51702        1   17565593   17620728    295      35  97173       3.0674    0.0010797
23569        1   17624690   17700495    545      42  97173       5.9837   1.0907e-09
353238       1   17688741   17738195    287      21  97173      0.39472      0.34652
55920        1   17723251   17776250    175      21  97173     -0.18274       0.5725
55160        1   17836693   18034370    626      64  97173       1.0457      0.14785
81569        1   18071808   18163558    301      31  97173      0.12057      0.45202
84966        1   18424240   18714977   1340     160  97173     -0.66268      0.74623
127707       1   18797424   18822540    163      29  97173      -0.8957      0.81479
5081         1   18947500   19085360    528      93  97173      0.31799      0.37525
80834        1   19156093   19196155    287      37  97173     -0.96597      0.83297
8659         1   19187924   19239293    311      36  97173     0.047379      0.48111
126917       1   19220774   19292826    343      44  97173      -2.5458      0.99455
23352        1   19391000   19546812    420      30  97173     -0.35732      0.63957
23065        1   19532158   19588053    225      29  97173      0.11779      0.45312
51154        1   19568075   19596622    156      21  97173      0.19514      0.42264
22977        1   19599057   19625280    127      10  97173      0.91811      0.17928
8574         1   19619202   19648640    116      26  97173      0.59283      0.27665
54896        1   19628740   19668925    200      30  97173       1.1103      0.13344
832          1   19655267   19822066    815      38  97173       1.0008      0.15847
440574       1   19913471   19966315    238      26  97173        0.433      0.33251
100532736    1   19913471   19994949    373      40  97173    -0.053561      0.52136
4681         1   19959723   19994949    176      38  97173     -0.19775      0.57838
3362         1   19981780   20016055    141      19  97173     -0.42996      0.66639
255104       1   19998706   20136424    552      61  97173     -0.81574      0.79268
54546        1   20130522   20151771    126      30  97173      0.76104      0.22332
23252        1   20198356   20249438    180      32  97173      0.90838      0.18184
30814        1   20236800   20260110    117      28  97173         1.76       0.0392
5320         1   20291924   20316932    114      26  97173      0.61151      0.27043
5322         1   20376157   20428394    214      33  97173      0.50342      0.30733
26279        1   20429143   20456059    108      34  97173       0.8786      0.18981
64600        1   20455823   20486879     86      32  97173       1.1052      0.13454
391013       1   20480484   20511687     93      22  97173      -0.3112      0.62218
127733       1   20502578   20532540     83      17  97173       -2.222      0.98686
127731       1   20607412   20691662    387      40  97173       1.5884     0.056093
55450        1   20798884   20822728     58      17  97173      0.41235      0.34004
79594        1   20815941   20844674     94      21  97173       0.6985      0.24243
163933       1   20868932   20891513    112      23  97173      0.50055      0.30835
978          1   20905444   20955401    303      25  97173      0.78846      0.21521
65018        1   20949948   20988004    185      22  97173      0.80202      0.21127
1650         1   20968260   20998037    145      22  97173      0.77143      0.22023
57576        1   20980475   21054317    322      58  97173      0.99725      0.15932
400745       1   21036225   21069133    131      27  97173       0.2491      0.40164
50809        1   21059170   21123808    173      23  97173      0.44427      0.32842
8672         1   21122785   21513381    962      36  97173      0.21821      0.41363
1889         1   21533740   21682034    625      64  97173      0.86217       0.1943
84224        1   21756583   21821393    340      23  97173     -0.92347      0.82212
249          1   21825475   21914905    490      56  97173     -0.43181      0.66706
5909         1   21912708   22006010    437      65  97173      -1.3353      0.90911
84196        1   21994791   22119688    510      43  97173      0.75493      0.22514
401944       1   22128758   22161714    138      39  97173     0.050277      0.47995
3339         1   22138737   22273750    542      48  97173      -0.2973      0.61688
23436        1   22293418   22325847    369      26  97173     -0.12294      0.54892
10136        1   22318149   22349035    246      27  97173      0.72703       0.2336
998          1   22369120   22429439    213      31  97173       1.1427      0.12657
54361        1   22433798   22480474    190      35  97173       0.7573      0.22444
9923         1   22768344   22867650    235      33  97173      0.25613      0.39893
2046         1   22880004   22940087    277      35  97173      -0.9047      0.81719
712          1   22953118   22976175    106      16  97173      -1.3007      0.90332
714          1   22959969   22984603    128      17  97173       -1.986      0.97648
713          1   22969682   22998130    144      22  97173      -2.9258      0.99828
2048         1   23027263   23251823    745      96  97173     -0.50706      0.69394
646262       1   23269536   23309524    145      23  97173       1.1321      0.12879
729059       1   23327327   23352343     47       9  97173       1.5374     0.062093
23028        1   23335937   23420184    138      16  97173         1.31     0.095092
7798         1   23400516   23514301    288      24  97173       1.1778      0.11945
3352         1   23508388   23531222     96       9  97173         1.06      0.14457
10236        1   23625953   23681143    126      17  97173       1.0495      0.14697
80818        1   23675941   23706357     85      13  97173      0.31226      0.37742
6920         1   23697555   23761269    219      36  97173      0.50858      0.30553
55616        1   23745056   23820750    260      21  97173      -0.7602      0.77643
1870         1   23822920   23867712    130      22  97173      0.39529      0.34631
3399         1   23874421   23896285     63      19  97173      0.71455      0.23744
6135         1   24008269   24032915     80      17  97173      0.58575      0.27902
6924         1   24059856   24098549     79      23  97173      0.89949       0.1842
57095        1   24094876   24124722     34      15  97173     -0.35755      0.63966
11313        1   24107275   24132029     23      11  97173     -0.13847      0.55507
2582         1   24112089   24137294     27       8  97173      0.30907      0.37864
3155         1   24118367   24175110     96      12  97173      0.75646      0.22469
2517         1   24161567   24204859    160      10  97173      0.83976      0.20052
1269         1   24187005   24295549    320      18  97173     0.075237      0.47001
55629        1   24276301   24299952     15       6  97173      0.98327      0.16274
10772        1   24282935   24316953     27       8  97173      0.99443      0.16001
127294       1   24372531   24448665    392      39  97173       1.0821       0.1396
58985        1   24436261   24479783    211      39  97173      0.62279      0.26671
163702       1   24470647   24523765    292      38  97173      0.87014      0.19211
57822        1   24635812   24700972    224      49  97173       1.4471     0.073934
90529        1   24673489   24751587    275      25  97173      0.46916      0.31948
57185        1   24732245   24809473    314      33  97173      0.13369      0.44683
11123        1   24818841   24873510    241      33  97173     -0.20926      0.58288
400746       1   24872567   24945819    383      45  97173      -1.7258      0.95781
10250        1   24959594   25009772     66      15  97173    -0.021577      0.50861
25932        1   25061760   25180815    213      27  97173       0.1141      0.45458
864          1   25216002   25301648    324      50  97173       4.8314   6.7799e-07
25949        1   25538767   25569013     20      13  97173      0.21159      0.41621
57035        1   25558740   25584010     22      11  97173      0.29769      0.38297
6007         1   25588884   25666936     75      11  97173     -0.19753      0.57829
23585        1   25654789   25698852     40       8  97173      0.93444      0.17504
6006         1   25677853   25757363    116       7  97173       1.5798     0.057078
55219        1   25747388   25836700    136       5  97173        1.744     0.040577
26119        1   25860071   25905377     82      14  97173      0.62906      0.26465
57134        1   25933959   26121258    440      42  97173      -1.6707      0.95261
57190        1   26116667   26154713    116      11  97173      0.18265      0.42754
56181        1   26136397   26169433     93       7  97173      0.73991      0.22968
79000        1   26148414   26195939    127       8  97173      0.99449      0.15999
164091       1   26177975   26212461     83      11  97173       1.1679      0.12142
3925         1   26200670   26243368     89      12  97173       1.0602      0.14452
5051         1   26276258   26336366    180      16  97173     0.096055      0.46174
2134         1   26338266   26372955     99      18  97173     -0.12658      0.55036
7780         1   26354513   26383439     89      14  97173     -0.61844      0.73186
84676        1   26367792   26404142    128      16  97173       2.6022    0.0046317
149420       1   26427656   26462039    116       7  97173       3.5976   0.00016061
79927        1   26475511   26499119     98      22  97173       2.3074     0.010517
51042        1   26486388   26507364     87      15  97173       1.5969     0.055149
10256        1   26493981   26526375    141      22  97173       1.6579     0.048673
378807       1   26507119   26539033    132      27  97173      0.87346       0.1912
64793        1   26550644   26615529    248      22  97173     -0.12835      0.55106
83442        1   26596213   26618013     89      12  97173      0.50139      0.30805
91544        1   26598773   26654756    218      19  97173      0.20244      0.41979
1043         1   26634411   26657014     98      15  97173     0.049605      0.48022
55057        1   26638350   26690621    230      31  97173      0.16097      0.43606
257101       1   26678125   26711023    171      26  97173      0.91365      0.18045
79727        1   26727269   26766219    123      26  97173     -0.30269      0.61894
79947        1   26748773   26807797    139      27  97173      0.27426      0.39194
3151         1   26788902   26813133     73      16  97173       0.2211      0.41251
6195         1   26846249   26911520    191      31  97173     -0.30757      0.62079
101928728    1   27008623   27032896     39      10  97173      0.10609      0.45776
8289         1   27012522   27118601    169      13  97173      0.43996      0.32998
55650        1   27103739   27134894     38      11  97173       1.1289      0.12946
84243        1   27143201   27194092     86      13  97173       1.1878      0.11746
2810         1   27179633   27200947     43       7  97173        1.134       0.1284
54707        1   27195872   27226869     56      10  97173       1.1239      0.13052
63906        1   27206979   27236962     51      10  97173      0.68554       0.2465
8431         1   27227975   27250567     48       8  97173      0.60796      0.27161
10726        1   27238187   27283362     74      14  97173    -0.010759      0.50429
126695       1   27266047   27296901     42       7  97173      -1.7177      0.95708
388610       1   27310189   27337377     38       7  97173       -1.828      0.96623
115572       1   27321511   27349333     32      10  97173       -1.303      0.90372
6548         1   27415300   27491621    101      12  97173     -0.81995      0.79388
23038        1   27551007   27645124    171      19  97173      -1.4209      0.92233
84065        1   27638636   27672891     81      17  97173      -1.9986      0.97718
84958        1   27658483   27690423    104      23  97173      -1.6514      0.95067
9064         1   27671670   27703558     82      23  97173     -0.91569      0.82009
8547         1   27685601   27711315     49      16  97173     -0.38916      0.65142
388611       1   27695596   27719823     36       7  97173      0.28932      0.38617
2827         1   27709148   27732318     39       9  97173      0.38937       0.3485
10163        1   27720734   27826678    207      18  97173      0.38785      0.34906
27245        1   27850756   27940463    108      19  97173      -1.2363      0.89183
2268         1   27928800   27971727     85      17  97173      -1.1484       0.8746
2537         1   27982572   28008724     56      13  97173      -1.5417      0.93843
199870       1   28042490   28099426    126       9  97173       1.3442     0.089449
23673        1   28089694   28160963    145      15  97173       1.3208     0.093287
5511         1   28147252   28188183     74      12  97173       1.0926      0.13729
9473         1   28189055   28223196    115      19  97173       1.2627      0.10335
6118         1   28208035   28251255    163      15  97173      0.99887      0.15893
27293        1   28251456   28295663    190      23  97173       0.2377      0.40606
55113        1   28276504   28304604     93      26  97173    -0.013322      0.50531
2140         1   28286855   28425173    486      36  97173     -0.41208      0.65986
5724         1   28463677   28530447    122      27  97173     -0.21981      0.58699
22826        1   28516789   28569542    186      17  97173     -0.56412      0.71366
93974        1   28552602   28574616     91       8  97173     -0.53121      0.70236
83667        1   28575963   28619002    138      19  97173       0.4144      0.33929
54797        1   28645513   28672478     51      12  97173    -0.038382      0.51531
65979        1   28686093   28836881    544      12  97173      0.19496      0.42271
1104         1   28822455   28875708    162      16  97173    -0.044407      0.51771
54952        1   28869529   28915057     89      17  97173      0.14426      0.44265
115273       1   28908712   28931098     35      14  97173      0.18689      0.42587
6883         1   28919608   28985416    106      19  97173     -0.61468      0.73062
10691        1   28985234   29052115    123      15  97173     -0.90727      0.81787
51441        1   29053133   29106287    129      21  97173     -0.83049      0.79687
4985         1   29128654   29200208    292      33  97173     -0.95738      0.83081
2035         1   29203603   29456558    716      47  97173      0.25866      0.39795
399474       1   29435937   29460421     81      16  97173     0.058245      0.47678
6429         1   29464250   29518637    168      30  97173      0.34366      0.36555
51102        1   29509385   29567460    200      29  97173       0.5317      0.29747
10076        1   29553028   29663325    348      41  97173     -0.13032      0.55184
4146         1   31174124   31206432    155      16  97173     0.026274      0.48952
7805         1   31195315   31240683    146      39  97173      0.75171      0.22611
9672         1   31332313   31391480    220      58  97173     -0.73996      0.77034
9698         1   31394353   31548838    470      32  97173      0.95677      0.16934
79570        1   31642592   31722734    357      23  97173      -2.2721      0.98846
9410         1   31722415   31779644    194      15  97173      -1.2733      0.89854
51538        1   31759832   31848569    258      14  97173      -1.1558      0.87612
2170         1   31828100   31855923     82      12  97173     -0.98448      0.83756
347735       1   31872412   31917527    170      15  97173     -0.78106      0.78262
64129        1   32032086   32063290     82      23  97173      0.47364      0.31788
3061         1   32073290   32103214     65       7  97173       1.6966     0.044889
553115       1   32085463   32120838     67       8  97173       1.7292     0.041888
1307         1   32107848   32179768    190      34  97173        1.649     0.049572
576          1   32182718   32240494    147      14  97173      -0.3047       0.6197
90853        1   32246023   32291630    136      22  97173     -0.11382      0.54531
8073         1   32362022   32413988    163      13  97173     -0.35353      0.63815
10657        1   32469295   32536460     61      22  97173     -0.10136      0.54037
55116        1   32528503   32578467     76      12  97173        1.825     0.033998
23633        1   32563644   32652169    135      15  97173       1.8966     0.028942
200081       1   32635293   32673886     63      12  97173       1.7982      0.03607
79140        1   32656202   32680991     40       9  97173       1.7721     0.038187
55721        1   32661236   32684288     38      11  97173       1.7504     0.040022
149069       1   32664695   32691797     47      10  97173       1.7806     0.037488
56063        1   32670040   32697954     47       8  97173       1.7971      0.03616
8668         1   32677971   32707205     52       7  97173       1.9052     0.028379
84734        1   32702818   32724461     53      10  97173       1.8544     0.031845
3932         1   32706840   32761766     90      29  97173       1.6284      0.05172
3065         1   32747708   32809227     51      27  97173     -0.36091      0.64092
65108        1   32789430   32811840     14      10  97173      -0.7298      0.76725
81629        1   32808365   32840098     26      18  97173     0.020111      0.49198
100128071    1   32816871   32837844     16      10  97173     -0.64791      0.74148
55108        1   32820704   32870062     43      25  97173      0.18704      0.42581
728116       1   32920658   32963460     65      14  97173       2.0725     0.019111
653121       1   32994772   33081542    230      16  97173     -0.68235      0.75249
339487       1   33076421   33126565    178      14  97173     -0.32038      0.62566
5928         1   33106749   33161812    196      12  97173     0.013013      0.49481
81493        1   33135507   33178361    133      12  97173      0.41702      0.33833
57648        1   33197492   33250571    107      27  97173      -2.2575      0.98801
8565         1   33230840   33293633    143      19  97173     -0.51643      0.69722
64766        1   33272368   33334480    133      25  97173     -0.91214      0.81915
252995       1   33317869   33348093     61      17  97173      -1.4515      0.92668
3208         1   33341688   33370247     66      21  97173      -1.1503      0.87498
113452       1   33350196   33377041     50      13  97173      -1.7393      0.95901
127544       1   33392050   33440467    119      19  97173      -2.3627      0.99093
204          1   33463541   33512512    102      15  97173      -2.5531      0.99466
113451       1   33536711   33596132    128      21  97173      -1.7025      0.95566
55223        1   33601000   33657671    179      18  97173      -1.8988      0.97121
149076       1   33711908   33776321    154      25  97173      -1.1572      0.87641
127550       1   33762367   33796699    116      20  97173      -1.5161      0.93526
1912         1   33779224   33851194    233      28  97173      -1.9665      0.97538
7579         1   33928232   33972105    120      17  97173       -1.058      0.85497
114784       1   33969609   34641443   2530     213  97173        1.486     0.068639
127540       1   34316076   34340392     69      17  97173      0.99533      0.15979
84970        1   34622624   34694732    344      50  97173      0.96849       0.1664
2709         1   35210648   35234113    102      22  97173       2.0503     0.020166
127534       1   35215342   35239325    101      17  97173        1.855     0.031802
2707         1   35236790   35261967    114      22  97173      0.41285      0.33986
2701         1   35248559   35271351    128      25  97173        0.677       0.2492
113444       1   35305963   35335417     94      28  97173      0.91798      0.17931
58512        1   35321037   35401083    142      38  97173      0.74007      0.22963
100506144    1   35437127   35460948     61       7  97173      0.92193      0.17828
9204         1   35441766   35507569    135       8  97173        0.619      0.26796
79830        1   35515387   35591460    111      10  97173     -0.37338      0.64557
6421         1   35631981   35668766    122      11  97173       2.6157    0.0044529
9202         1   35724444   35897545    253      13  97173       1.5412      0.06163
79932        1   35889091   36033037    195      17  97173        1.124       0.1305
23154        1   36013311   36042380     38       7  97173       1.3648     0.086165
339488       1   36028971   36070929     67      11  97173       1.5356     0.062323
