GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
27237        1    3321147    3432677    521      54  97173       0.3734      0.35443
1953         1    3369506    3578059    960     120  97173       2.1986     0.013953
127262       1    3491556    3581695    432      57  97173       1.3778     0.084129
49856        1    3512331    3616671    434      60  97173       1.6954     0.044998
7161         1    3519129    3687765    670      85  97173      0.68643      0.24622
148870       1    3618965    3723209    489      65  97173      0.32992      0.37073
388588       1    3639352    3727546    435      51  97173      0.45488       0.3246
57470        1    3661784    3763068    587      34  97173      0.81481      0.20759
9731         1    3693645    3823797    839      39  97173       1.2322      0.10893
1677         1    3723845    3836993    693      43  97173       1.2664      0.10268
339448       1    3770697    3866857    391      38  97173       1.0377       0.1497
55966        1    4665105    4878851   1271     133  97173     -0.10525      0.54191
261734       1    5887870    6102618    931      53  97173      0.54889      0.29154
8514         1    6002358    6196253    788      75  97173      0.62344       0.2665
26038        1    6126847    6290194    637      70  97173     0.052215      0.47918
6146         1    6210080    6309679    330      41  97173    -0.079419      0.53165
388591       1    6216189    6316359    311      39  97173     -0.35005      0.63685
23463        1    6246253    6346044    299      39  97173     -0.55255      0.70972
390992       1    6254252    6340638    263      34  97173     -0.69459      0.75634
387509       1    6272406    6371035    338      44  97173      0.23184      0.40833
11332        1    6289332    6503826    856      36  97173      0.62475      0.26607
83715        1    6434836    6556004    417      31  97173    -0.048329      0.51927
54626        1    6440292    6534724    344      23  97173     0.091907      0.46339
8718         1    6485787    6577432    302      39  97173      -1.0472      0.85249
57449        1    6491152    6630121    508      36  97173     -0.88842      0.81284
79707        1    6546407    6664658    444      26  97173    -0.012359      0.50493
80835        1    6564987    6674817    402      33  97173      0.14962      0.44053
3104         1    6590051    6684340    320      37  97173      0.69365      0.24395
9903         1    6615784    6712958    279      41  97173       1.2359      0.10826
148479       1    6623756    6719093    282      38  97173       1.2855     0.099313
90326        1    6634925    6730646    279      30  97173       1.4528     0.073146
55735        1    6659228    6811966    487      39  97173        1.316     0.094089
23261        1    6795384    7864766   4166     259  97173       1.2099      0.11315
9341         1    7781329    7876492    346      43  97173       2.0563     0.019876
8863         1    7794413    7940241    644      48  97173       2.0371     0.020821
10911        1    7872672    7963551    497      45  97173       1.6944     0.045097
3604         1    7940931    8053225    430      46  97173       1.4407      0.07484
11315        1    7971714    8080342    310      35  97173       1.5362     0.062243
54206        1    8036779    8136393    274      21  97173       1.5442      0.06127
50651        1    8328171    8439227    361      42  97173       1.9869     0.023467
473          1    8377464    8927699   1262      41  97173       3.0168    0.0012774
2023         1    8886059    8989151    352      40  97173       2.7338      0.00313
765          1    8955893    9070151    553      92  97173       2.2303     0.012862
155184       1    9028359    9136404    480      77  97173      -0.8457      0.80114
6518         1    9062005    9181763    580      55  97173     -0.38959      0.65158
80045        1    9128472    9239229    446      54  97173      -0.3815      0.64858
9563         1    9244822    9366396    588      61  97173      0.44769      0.32719
80176        1    9285202    9464591    900     108  97173      0.61761      0.26842
84275        1    9549528    9677831    316      34  97173     -0.11715      0.54663
199953       1    9598932    9709935    303      34  97173      0.41242      0.34002
5293         1    9661789    9824172    535      62  97173       1.5792     0.057145
22883        1    9754079    9934550    523      43  97173      0.96528       0.1672
56998        1    9873334   10020316    364      52  97173     0.099046      0.46055
84328        1    9947168   10053460    229      33  97173     -0.68374      0.75293
64802        1    9953486   10080556    291      28  97173     -0.89047      0.81339
116362       1   10007255   10111078    258      21  97173       -1.581      0.94306
10277        1   10043041   10276297    727      35  97173       -1.795      0.96368
23095        1   10220606   10476664    912      32  97173     -0.50053      0.69165
5226         1   10408884   10515565    352      27  97173     0.010457      0.49583
378708       1   10439944   10545239    332      28  97173     -0.22202      0.58785
100526739    1   10440159   10547060    337      29  97173     -0.25279      0.59979
1325         1   10459776   10547060    276      25  97173     -0.31911      0.62518
5195         1   10485003   10725815    744      59  97173     -0.56318      0.71334
1676         1   10485588   10582613    298      22  97173     -0.42835       0.6658
54897        1   10661661   10906733    833     126  97173       1.2623      0.10343
148345       1   10971530   11092094    468      60  97173     -0.13478      0.55361
23435        1   11022462   11120549    300      29  97173     -0.32246      0.62645
10747        1   11051580   11157296    291      19  97173    -0.013771      0.50549
6723         1   11079649   11170091    250      13  97173     -0.64911      0.74187
5394         1   11091675   11209961    303      10  97173      -1.0393      0.85066
2475         1   11131588   11372614    544      17  97173      -1.5588      0.94048
10218        1   11199346   11291038    198      10  97173      -1.2099      0.88684
29914        1   11283255   11383491    224      19  97173      -1.5687      0.94164
57540        1   11489295   11632640    527      32  97173     -0.40849      0.65854
93611        1   11664432   11758384    353      53  97173       1.7885     0.036844
26232        1   11672924   11764888    348      56  97173       1.8416     0.032769
26270        1   11674150   11769411    364      60  97173       1.8696     0.030771
10459        1   11699537   11801678    377      70  97173       1.5815     0.056881
374946       1   11701781   11815336    419      75  97173       1.2516      0.10536
57085        1   11746142   11845828    418      59  97173      0.31984      0.37455
284498       1   11773827   11884642    524      39  97173      0.58383      0.27967
4524         1   11810787   11916160    599      28  97173       1.4464     0.074036
1185         1   11816153   11938201    696      37  97173       1.9176     0.027583
4878         1   11870766   11957840    519      36  97173       2.1323     0.016491
4879         1   11882521   11968992    521      43  97173        2.167     0.015117
90231        1   11944645   12036485    438      33  97173       1.6927     0.045254
5351         1   11944724   12070599    545      33  97173       1.7437     0.040603
9927         1   11990238   12108572    368      33  97173       2.2996     0.010735
60672        1   12029299   12127106    292      32  97173       1.4037     0.080211
943          1   12073434   12239264    531      85  97173       1.5801     0.057045
7133         1   12177044   12304279    471      68  97173      0.96969       0.1661
55187        1   12240101   12607099    948      42  97173      0.68819      0.24567
9249         1   12592939   12727820    613      67  97173       1.4484     0.073751
343066       1   12654566   12762097    396      47  97173   -0.0044801      0.50179
126767       1   12726118   12823726    342      29  97173      -1.4596       0.9278
93190        1   12756163   12856102    354      26  97173     -0.40539       0.6574
390999       1   12784984   12873049    570      29  97173    -0.042078      0.51678
65121        1   12801546   12891777    565      29  97173     -0.14697      0.55842
440560       1   12849468   12941264    399      20  97173      0.25507      0.39933
65122        1   12866941   12956764    244      14  97173      -1.4042      0.91987
343069       1   12872261   12958578     74       5  97173     -0.37654      0.64674
441873       1   13090447   13180000     10       1  97173     -0.55754      0.71142
440563       1   13147960   13234326     23       1  97173     -0.71776      0.76355
645359       1   13181688   13269898     11       1  97173     -0.66453      0.74682
729528       1   13633269   13723511      1       1  97173       -1.183       0.8816
645414       1   13659889   13748405      2       1  97173      -1.4004       0.9193
391004       1   13666088   13754064      2       1  97173      -1.4004       0.9193
645425       1   13686907   13782803     26       8  97173     -0.16851      0.56691
126755       1   13766445   13890242    642      74  97173       2.0336     0.020995
10630        1   13860252   13979452    645      75  97173       2.3411     0.009613
7799         1   13976714   14186574    804      40  97173     -0.42209      0.66352
23254        1   14169646   15479544   6449     404  97173      0.55459      0.28959
55092        1   15429028   15581974   1061      51  97173     -0.36254      0.64153
727684       1   15455692   15548120    643      36  97173     0.034629      0.48619
114827       1   15523730   15759767   1083     104  97173      -2.0672      0.98064
79180        1   15686391   15791839    414      59  97173      -1.1613      0.87724
11330        1   15714938   15808153    344      58  97173      -1.0397      0.85075
63036        1   15733223   15833586    387      59  97173      -1.2089      0.88664
51032        1   15752596   15852895    390      40  97173     -0.93835      0.82597
842          1   15782896   15901407    442      30  97173     -0.76821      0.77882
23341        1   15803343   15933228    538      16  97173     -0.29133       0.6146
79814        1   15863194   15961605    385      16  97173      0.25788      0.39825
84301        1   15893953   16030539    488      16  97173      0.86714      0.19293
6248         1   15936364   16023217    240      15  97173        1.245      0.10656
23207        1   15960632   16096264    427      34  97173       1.3365     0.090689
284723       1   16012721   16102884    320      37  97173      0.88709      0.18752
388595       1   16018987   16109292    317      38  97173      0.84509      0.19903
54751        1   16033107   16148089    494      55  97173      0.24568      0.40296
440567       1   16098657   16184194    415      33  97173      -1.4613      0.92803
23013        1   16124359   16301951    561      28  97173     -0.46505      0.67905
7709         1   16233364   16352627    439      30  97173     -0.10592      0.54218
101928566    1   16252626   16358701    447      32  97173     -0.24278      0.59591
149563       1   16280731   16368184    482      33  97173    -0.039632      0.51581
1187         1   16298486   16395548    715      42  97173      0.18925      0.42495
27129        1   16305523   16396084    700      42  97173      0.18711      0.42579
1188         1   16320231   16418821    723      46  97173      0.26906      0.39394
348487       1   16349264   16450127    645      43  97173      0.35344      0.36188
1969         1   16415832   16532582    430      35  97173      0.79304      0.21388
128272       1   16489599   16589104    334      27  97173       1.2872     0.099016
101927546    1   16516343   16603528    263      16  97173       1.1311        0.129
79363        1   16523182   16613659    236      21  97173       1.1205      0.13125
54455        1   16538339   16728965    446      18  97173      0.69983      0.24202
26099        1   16643525   16759643    297      23  97173      0.36336      0.35817
374955       1   16687101   16813919    354      34  97173      0.30103      0.38169
55707        1   16717167   16821585    306      31  97173      0.13242      0.44733
100133301    1   16815561   16901198     73       7  97173      0.47387       0.3178
55672        1   16853922   16990100     11       2  97173      -3.1068      0.99905
729574       1   16949498   17035007     10       2  97173      -0.5342       0.7034
9696         1   17198445   17334474    237      26  97173       3.1149   0.00091995
4237         1   17265997   17358081    257      27  97173       4.2079   1.2887e-05
23400        1   17277453   17388467    352      31  97173       4.7612   9.6242e-07
6390         1   17310217   17430665    496      25  97173       4.8718   5.5296e-07
11240        1   17358256   17495948    641      38  97173       4.5237   3.0388e-06
29943        1   17481621   17607501    651      85  97173       3.0109    0.0013023
51702        1   17525593   17645728    687      72  97173       3.8703   5.4348e-05
23569        1   17584690   17725495    919      61  97173       6.0826    5.912e-10
353238       1   17648741   17763195    643      47  97173       4.6117   1.9973e-06
55920        1   17698251   17816250    513      29  97173     -0.23967      0.59471
55160        1   17796693   18059370    819      79  97173       1.0698      0.14236
81569        1   18031808   18188558    539      58  97173     -0.20774      0.58229
84966        1   18384240   18739977   1651     194  97173     -0.56961      0.71553
127707       1   18757424   18847540    554      65  97173      -1.2232      0.88938
5081         1   18907500   19110360    851     103  97173      0.26914      0.39391
80834        1   19131093   19236155    674      70  97173      -1.2275      0.89018
8659         1   19162924   19279293    661      79  97173      -1.1718      0.87936
126917       1   19195774   19332826    737      65  97173      -1.5021      0.93346
23352        1   19366000   19586812    717      37  97173     -0.32254      0.62648
23065        1   19507158   19628053    484      30  97173      0.42848      0.33415
51154        1   19528075   19621622    422      31  97173      0.45576      0.32428
22977        1   19574057   19665280    469      40  97173       1.0148      0.15509
54896        1   19588740   19693925    536      45  97173       1.2274      0.10985
8574         1   19594202   19688640    480      45  97173       1.2715      0.10177
832          1   19630267   19862066   1098      50  97173       1.2464      0.10631
440574       1   19873471   19991315    569      39  97173      0.06787      0.47294
100532736    1   19873471   20019949    703      50  97173    -0.059236      0.52362
4681         1   19919723   20019949    470      48  97173      -0.1855      0.57358
3362         1   19941780   20041055    474      53  97173     -0.57988        0.719
255104       1   19973706   20176424    889     104  97173    -0.069839      0.52784
54546        1   20105522   20191771    400      59  97173        1.268       0.1024
23252        1   20158356   20274438    497      51  97173       1.7839     0.037223
30814        1   20211800   20300110    394      48  97173       2.0027     0.022603
5320         1   20266924   20356932    373      55  97173       1.1746      0.12007
5322         1   20336157   20453394    453      51  97173      0.60948       0.2711
26279        1   20404143   20496059    315      72  97173      0.83882      0.20079
64600        1   20415823   20511879    321      72  97173       0.6375       0.2619
391013       1   20455484   20551687    291      50  97173      0.61058      0.27074
127733       1   20462578   20557540    293      48  97173      0.23925      0.40546
127731       1   20567412   20716662    675      62  97173       2.0734     0.019068
55450        1   20773884   20862728    287      35  97173      0.15364      0.43895
79594        1   20790941   20884674    343      40  97173      0.35663      0.36068
163933       1   20828932   20916513    486      53  97173       1.2485      0.10592
978          1   20865444   20980401    687      46  97173        1.418     0.078098
65018        1   20909948   21013004    506      33  97173      0.95831      0.16895
1650         1   20943260   21038037    461      54  97173       1.1488      0.12532
57576        1   20955475   21094317    573      64  97173       1.1315      0.12893
400745       1   21011225   21109133    382      42  97173      0.96039      0.16843
50809        1   21034170   21163808    362      32  97173       0.3463      0.36456
8672         1   21097785   21553381   1148      30  97173      0.12131      0.45172
1889         1   21508740   21722034    908      79  97173      0.53309      0.29698
84224        1   21716583   21846393    681      56  97173      0.20854       0.4174
249          1   21785475   21939905    823      75  97173     -0.85376      0.80338
5909         1   21887708   22046010    755      83  97173      -1.5987      0.94506
84196        1   21969791   22159688    783      66  97173      0.39365      0.34692
401944       1   22088758   22186714    441      57  97173       0.7711      0.22032
3339         1   22113737   22313750   1069      68  97173     -0.44801      0.67293
23436        1   22253418   22350847    785      33  97173      0.12785      0.44913
10136        1   22278149   22374035    834      40  97173      0.77482      0.21922
998          1   22329120   22454439    628      43  97173       1.5657     0.058704
54361        1   22408798   22520474    521      59  97173       1.2693      0.10216
9923         1   22728344   22892650    487      65  97173      0.49113      0.31167
2046         1   22840004   22965087    515      69  97173      -1.8238      0.96591
712          1   22913118   23001175    417      40  97173       -2.724      0.99678
714          1   22919969   23009603    404      39  97173      -2.5733      0.99496
713          1   22929682   23023130    410      42  97173      -2.3868       0.9915
2048         1   22987263   23276823    993     109  97173      -0.7983      0.78765
646262       1   23244536   23349524    309      30  97173       1.2901     0.098508
23028        1   23295937   23445184    287      19  97173       1.2576      0.10427
729059       1   23302327   23392343    178      19  97173       1.3201     0.093401
7798         1   23375516   23554301    484      32  97173       1.1551      0.12403
3352         1   23483388   23571222    317      19  97173       1.1336      0.12848
10236        1   23600953   23721143    325      25  97173       1.1011      0.13542
80818        1   23650941   23746357    291      34  97173      0.75822      0.22416
6920         1   23672555   23801269    405      45  97173      0.30228      0.38122
55616        1   23720056   23860750    466      38  97173     -0.56512      0.71401
1870         1   23797920   23907712    349      42  97173    -0.087241      0.53476
3399         1   23849421   23936285    205      42  97173      0.71831      0.23628
6135         1   23968269   24057915    308      36  97173      0.57017      0.28428
6924         1   24019856   24123549    215      39  97173      0.67285      0.25052
57095        1   24054876   24149722    148      33  97173      0.70322      0.24096
11313        1   24067275   24157029    138      27  97173      0.50899      0.30538
2582         1   24087089   24177294    141      21  97173      0.67749      0.24905
3155         1   24093367   24215110    337      22  97173        0.539      0.29494
2517         1   24136567   24244859    388      21  97173      0.23066      0.40879
1269         1   24162005   24335549    415      26  97173      0.28349       0.3884
55629        1   24236301   24324952     77      22  97173      0.95705      0.16927
10772        1   24257935   24356953     51      15  97173      0.93611      0.17461
127294       1   24347531   24488665    632      63  97173       1.0966      0.13641
58985        1   24411261   24519783    516      55  97173      0.84218      0.19984
163702       1   24445647   24563765    577      76  97173      0.31171      0.37763
57822        1   24595812   24725972    486      53  97173       1.3631     0.086422
90529        1   24648489   24791587    530      36  97173      0.66578      0.25277
57185        1   24692245   24834473    526      38  97173      0.24992      0.40133
11123        1   24778841   24898510    524      51  97173     -0.50616      0.69363
400746       1   24832567   24970819    634      61  97173      -1.3125      0.90533
10250        1   24919594   25034772    302      26  97173     -0.16298      0.56473
25932        1   25021760   25205815    456      41  97173        1.368     0.085658
864          1   25191002   25341648    639      79  97173       4.4517   4.2596e-06
25949        1   25513767   25609013     93      36  97173       1.6821     0.046272
57035        1   25533740   25624010     83      27  97173     -0.03532      0.51409
6007         1   25548884   25691936    136      23  97173      0.41387      0.33949
23585        1   25614789   25723852    108      11  97173        0.917      0.17957
6006         1   25652853   25797363    195       8  97173       1.5992     0.054883
55219        1   25707388   25861700    235       6  97173       1.7469      0.04033
26119        1   25820071   25930377    155      21  97173       1.6895     0.045558
57134        1   25893959   26146258    563      54  97173      -1.3955      0.91857
57190        1   26076667   26179713    304      26  97173     0.071303      0.47158
56181        1   26096397   26194433    269      18  97173      0.43652      0.33123
79000        1   26123414   26235939    292      16  97173      0.89001      0.18673
164091       1   26152975   26252461    245      20  97173       1.2125      0.11267
3925         1   26175670   26283368    278      23  97173         1.01      0.15624
5051         1   26251258   26376366    377      27  97173     0.030746      0.48774
2134         1   26298266   26397955    305      26  97173       1.4119     0.078992
7780         1   26329513   26423439    310      29  97173       2.4581    0.0069838
84676        1   26342792   26444142    338      25  97173       3.0504    0.0011426
149420       1   26387656   26487039    361      22  97173       3.5588   0.00018626
79927        1   26435511   26524119    340      35  97173       3.3467   0.00040886
51042        1   26446388   26532364    359      35  97173       2.9627    0.0015248
10256        1   26453981   26551375    420      46  97173       2.4958    0.0062832
378807       1   26467119   26564033    437      46  97173       1.9283     0.026908
64793        1   26510644   26640529    543      29  97173     0.030946      0.48766
83442        1   26556213   26643013    338      18  97173    -0.051033      0.52035
91544        1   26573773   26694756    501      33  97173      0.16103      0.43604
1043         1   26594411   26682014    342      27  97173     -0.12941      0.55148
55057        1   26613350   26730621    524      45  97173      0.15278      0.43929
257101       1   26653125   26751023    443      58  97173     0.036216      0.48556
79727        1   26687269   26791219    375      54  97173      0.29033      0.38578
79947        1   26708773   26832797    400      48  97173    -0.066662      0.52657
3151         1   26748902   26838133    231      32  97173      0.26792      0.39438
6195         1   26806249   26936520    386      38  97173      0.55126      0.29073
8289         1   26972522   27143601    267      19  97173       0.4888      0.31249
101928728    1   26983623   27072896    149      16  97173      0.19195      0.42389
55650        1   27063739   27159894    143      17  97173      0.93039      0.17608
84243        1   27103201   27219092    185      19  97173       1.1956      0.11592
2810         1   27139633   27225947    152      16  97173       1.1738      0.12023
54707        1   27170872   27266869    173      18  97173      0.86661      0.19308
63906        1   27181979   27276962    167      19  97173       0.7407      0.22944
10726        1   27198187   27308362    179      22  97173      0.29331      0.38464
8431         1   27202975   27290567    146      19  97173      0.29918       0.3824
126695       1   27241047   27336901    143      18  97173      -1.1353      0.87187
388610       1   27270189   27362377    141      23  97173     -0.67005      0.74859
115572       1   27296511   27389333    211      28  97173      0.15355      0.43898
6548         1   27390300   27531621    307      25  97173      0.18295      0.42742
23038        1   27511007   27670124    322      28  97173       -1.938      0.97369
84065        1   27598636   27697891    222      30  97173      -1.7365      0.95876
84958        1   27618483   27715423    203      36  97173      -1.5092      0.93438
9064         1   27646670   27743558    205      41  97173     -0.97232      0.83455
8547         1   27660601   27751315    194      40  97173     -0.68359      0.75288
2827         1   27669148   27757318    181      34  97173     -0.47322      0.68197
388611       1   27670596   27759823    184      33  97173     -0.39216      0.65253
10163        1   27695734   27866678    322      20  97173      0.31882      0.37493
27245        1   27825756   27980463    267      32  97173     -0.86993      0.80783
2268         1   27903800   28011727    218      37  97173      -1.3104      0.90497
2537         1   27957572   28048724    257      25  97173     -0.43784      0.66925
199870       1   28002490   28124426    304      15  97173       1.0369      0.14989
23673        1   28049694   28185963    277      16  97173       1.4088     0.079451
5511         1   28107252   28213183    246      33  97173       1.4246      0.07713
9473         1   28149055   28248196    297      31  97173       1.2661      0.10274
6118         1   28183035   28291255    417      30  97173      0.83473      0.20194
27293        1   28211456   28320663    438      39  97173      0.35912      0.35975
55113        1   28236504   28329604    374      39  97173     0.081093      0.46768
2140         1   28261855   28465173    701      53  97173      0.38767      0.34913
5724         1   28438677   28570447    340      40  97173      0.44034      0.32985
22826        1   28491789   28609542    362      23  97173     -0.26061       0.6028
93974        1   28512602   28599616    298      17  97173     -0.27499      0.60834
83667        1   28535963   28644002    365      28  97173     -0.18703      0.57418
54797        1   28605513   28697478    262      23  97173     -0.21756      0.58612
65979        1   28646093   28861881    691      14  97173      0.15514      0.43836
1104         1   28782455   28900708    334      20  97173      0.02078      0.49171
54952        1   28829529   28940057    255      22  97173     0.079021      0.46851
115273       1   28868712   28956098    156      24  97173     0.054994      0.47807
6883         1   28894608   29025416    219      30  97173     -0.70951        0.761
10691        1   28945234   29077115    250      30  97173      -1.2098      0.88682
51441        1   29013133   29131287    278      26  97173      -1.1671      0.87842
4985         1   29088654   29225208    505      52  97173      -1.2972      0.90272
2035         1   29163603   29481558    997      53  97173     0.075507      0.46991
399474       1   29410937   29500421    262      31  97173      0.21662      0.41425
6429         1   29439250   29558637    370      34  97173      0.15428      0.43869
51102        1   29484385   29607460    360      34  97173      0.39348      0.34698
10076        1   29513028   29688325    563      60  97173     -0.51343      0.69617
4146         1   31149124   31246432    413      46  97173      0.43167      0.33299
7805         1   31170315   31280683    440      55  97173    -0.014977      0.50597
9672         1   31307313   31431480    509      74  97173     -0.42256      0.66369
9698         1   31369353   31588838    755      30  97173      0.85738      0.19562
79570        1   31617592   31762734    596      33  97173      -2.3239      0.98993
9410         1   31697415   31819644    404      19  97173      -1.5739      0.94224
51538        1   31719832   31873569    486      18  97173      -1.4857      0.93132
2170         1   31803100   31895923    278      14  97173      -1.3279      0.90789
347735       1   31832412   31942527    394      22  97173      -1.1791      0.88082
64129        1   31992086   32088290    363      41  97173        1.383      0.08333
3061         1   32033290   32128214    224      25  97173       1.6916     0.045358
553115       1   32060463   32160838    232      22  97173       1.7253     0.042238
1307         1   32082848   32219768    336      35  97173       1.3368     0.090643
576          1   32157718   32280494    343      25  97173     -0.14664      0.55829
90853        1   32221023   32331630    307      34  97173     -0.58654      0.72124
8073         1   32337022   32453988    333      27  97173     -0.45935      0.67701
10657        1   32429295   32561460    197      31  97173      0.43108       0.3332
55116        1   32488503   32603467    148      23  97173       1.7596     0.039239
23633        1   32523644   32677169    229      23  97173         1.84     0.032887
200081       1   32595293   32698886    157      17  97173       1.8722     0.030586
79140        1   32616202   32705991    145      14  97173       1.8795     0.030091
55721        1   32621236   32709288    152      14  97173       1.8981     0.028839
149069       1   32624695   32716797    159      16  97173       1.9004     0.028688
8668         1   32637971   32732205    175      22  97173       1.8593     0.031496
56063        1   32645040   32737954    172      22  97173       1.8661     0.031015
84734        1   32662818   32749461    153      24  97173       1.8748     0.030409
3932         1   32666840   32786766    185      33  97173        1.814     0.034839
3065         1   32707708   32834227    148      51  97173       1.1439      0.12632
65108        1   32764430   32851840     63      35  97173       -1.053      0.85382
81629        1   32768365   32865098     74      39  97173     -0.70746      0.76036
100128071    1   32791871   32877844     70      36  97173       1.0177       0.1544
55108        1   32795704   32910062    136      25  97173       2.1056     0.017618
728116       1   32880658   32988460    231      25  97173       1.8503     0.032133
653121       1   32954772   33106542    422      23  97173     -0.76326      0.77735
339487       1   33051421   33166565    367      18  97173     -0.19431      0.57703
5928         1   33066749   33186812    383      15  97173     0.051935      0.47929
81493        1   33110507   33218361    314      18  97173    -0.034951      0.51394
57648        1   33157492   33275571    293      37  97173     -0.58122      0.71946
8565         1   33205840   33333633    274      27  97173      -1.1118      0.86689
64766        1   33232368   33359480    287      30  97173     -0.91223      0.81917
252995       1   33292869   33388093    210      38  97173      -1.9612      0.97507
3208         1   33301688   33395247    211      37  97173      -2.0933      0.98184
113452       1   33325196   33417041    211      34  97173      -2.5436      0.99451
127544       1   33367050   33480467    262      25  97173      -2.9049      0.99816
204          1   33438541   33552512    263      23  97173       -2.245      0.98762
113451       1   33496711   33621132    285      25  97173      -2.3783       0.9913
55223        1   33576000   33697671    340      21  97173      -1.2799      0.89971
149076       1   33671908   33801321    347      33  97173      -1.5598       0.9406
127550       1   33737367   33836699    305      26  97173      -1.9219      0.97269
1912         1   33754224   33891194    452      29  97173      -1.6825      0.95376
7579         1   33888232   33997105    376      43  97173      -1.4568      0.92741
114784       1   33944609   34681443   2840     232  97173       1.4071     0.079701
127540       1   34276076   34365392    401      33  97173       2.0548     0.019949
84970        1   34582624   34719732    647      76  97173      0.83731      0.20121
2709         1   35170648   35259113    380      62  97173       1.1814      0.11872
127534       1   35175342   35264325    384      60  97173       1.2829     0.099757
2707         1   35196790   35286967    409      61  97173       1.6412     0.050379
2701         1   35208559   35296351    403      55  97173       1.6617     0.048283
113444       1   35280963   35375417    314      50  97173       1.5606     0.059304
58512        1   35296037   35441083    332      58  97173       1.6271     0.051853
100506144    1   35412127   35500948    170      10  97173      0.60016       0.2742
9204         1   35416766   35547569    239      11  97173      0.47257      0.31826
79830        1   35475387   35616460    215      13  97173     -0.30333      0.61918
6421         1   35606981   35708766    282      19  97173       2.0843     0.018568
