GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
127262       1    3441556    3646695    932     128  97173         2.16     0.015387
49856        1    3447331    3666671    977     131  97173       2.0733     0.019073
7161         1    3469129    3752765   1372     130  97173       1.7409     0.040849
148870       1    3568965    3788209   1139      74  97173       1.2575      0.10429
388588       1    3589352    3792546   1086      61  97173       1.2052      0.11407
57470        1    3596784    3813068   1183      71  97173        0.878      0.18997
9731         1    3628645    3873797   1173      66  97173       1.0473      0.14747
1677         1    3673845    3901993   1008      50  97173       1.1968      0.11569
339448       1    3705697    3916857    826      41  97173       1.2828     0.099785
55966        1    4615105    4943851   1913     175  97173      0.23042      0.40888
261734       1    5822870    6152618   1391      81  97173      0.38606      0.34973
8514         1    5952358    6261253   1233      90  97173      0.36097      0.35906
26038        1    6061847    6340194   1037     110  97173    -0.082718      0.53296
6146         1    6145080    6359679    783      80  97173     -0.47989      0.68435
388591       1    6166189    6381359    811      84  97173      0.10536      0.45805
23463        1    6181253    6396044    831      80  97173      0.14102      0.44393
390992       1    6204252    6405638    752      69  97173      0.34951      0.36335
387509       1    6207406    6421035    822      61  97173      0.57572       0.2824
11332        1    6224332    6553826   1205      57  97173      0.24366      0.40375
54626        1    6375292    6584724    819      46  97173      0.31024      0.37819
83715        1    6384836    6621004    926      46  97173      0.17359      0.43109
8718         1    6420787    6627432    770      44  97173     -0.33427      0.63091
57449        1    6426152    6680121    894      53  97173    -0.061551      0.52454
79707        1    6481407    6714658    789      57  97173      0.26069      0.39717
80835        1    6514987    6739817    744      55  97173      0.43494       0.3318
3104         1    6540051    6749340    695      47  97173      0.54651      0.29236
9903         1    6550784    6762958    697      46  97173      0.74047      0.22951
148479       1    6573756    6784093    710      49  97173        1.061      0.14434
90326        1    6584925    6795646    688      43  97173       1.1426       0.1266
55735        1    6594228    6861966    936      59  97173       1.1774      0.11952
23261        1    6745384    7929766   4684     277  97173       1.5349     0.062408
9341         1    7731329    7941492    874      59  97173       2.0157     0.021914
8863         1    7744413    8005241   1101      63  97173       2.0041     0.022528
10911        1    7807672    8013551    895      60  97173       2.0126     0.022079
3604         1    7875931    8103225    907      61  97173       1.9222     0.027293
11315        1    7921714    8145342    794      51  97173       1.6835     0.046138
54206        1    7971779    8186393    671      35  97173       1.7264     0.042139
50651        1    8278171    8504227    767      65  97173       2.5737    0.0050314
473          1    8312464    8977699   1684      60  97173       3.3091   0.00046805
2023         1    8821059    9039151    765      80  97173         2.85    0.0021862
765          1    8905893    9135151    987     129  97173        2.097     0.017998
155184       1    8963359    9186404   1075     125  97173       1.2982     0.097116
6518         1    8997005    9231763   1044     119  97173      0.10006      0.46015
80045        1    9063472    9289229    975      86  97173     -0.94825       0.8285
9563         1    9194822    9431396   1108     125  97173   -0.0052863      0.50211
80176        1    9235202    9529591   1401     154  97173      0.97554      0.16465
84275        1    9499528    9742831    698      80  97173      0.99104      0.16083
199953       1    9548932    9774935    627      64  97173      0.97292       0.1653
5293         1    9611789    9889172    794      68  97173       1.3711     0.085179
22883        1    9689079    9984550    832      74  97173       1.3326     0.091326
56998        1    9808334   10070316    654      70  97173     0.074272       0.4704
84328        1    9882168   10103460    532      49  97173     -0.57299      0.71667
64802        1    9903486   10145556    546      47  97173      -1.1366      0.87214
116362       1    9957255   10176078    486      33  97173      -1.2531      0.89491
10277        1    9993041   10341297   1099      35  97173      -1.4783      0.93034
23095        1   10170606   10541664   1309      32  97173     -0.73733      0.76954
5226         1   10358884   10580565    681      33  97173     -0.38621      0.65033
378708       1   10389944   10610239    686      36  97173     -0.40503      0.65727
100526739    1   10390159   10612060    691      37  97173     -0.40997      0.65909
1325         1   10409776   10612060    626      39  97173     -0.37392      0.64577
1676         1   10420588   10632613    679      37  97173     -0.40764      0.65823
5195         1   10435003   10790815   1136      81  97173     -0.42351      0.66404
54897        1   10596661   10956733   1320     156  97173      0.73172      0.23217
148345       1   10906530   11142094    917      99  97173      -0.5995      0.72558
23435        1   10972462   11185549    724      63  97173     -0.64542      0.74067
10747        1   10986580   11207296    695      51  97173      -1.0527      0.85377
6723         1   11014649   11220091    582      30  97173      -1.0911      0.86239
5394         1   11026675   11259961    617      24  97173     -0.92201      0.82174
2475         1   11066588   11422614    934      28  97173      -1.4188      0.92202
10218        1   11149346   11356038    452      15  97173      -1.6216      0.94756
29914        1   11233255   11448491    583      33  97173      -2.5004       0.9938
57540        1   11439295   11697640    982      76  97173     -0.16947      0.56729
26232        1   11607924   11814888    804     105  97173       1.1757      0.11985
93611        1   11614432   11823384    803     108  97173       1.1141      0.13263
26270        1   11624150   11834411    820     105  97173       1.0521      0.14638
10459        1   11634537   11851678    884     108  97173        1.178      0.11941
374946       1   11651781   11880336    980      96  97173       1.2269      0.10994
57085        1   11696142   11910828    986      81  97173       1.6139     0.053275
284498       1   11723827   11949642   1103      77  97173       1.8374     0.033073
4524         1   11745787   11966160   1108      74  97173       1.7337     0.041485
1185         1   11766153   12003201   1223      71  97173       1.5189     0.064396
4878         1   11805766   12007840   1102      55  97173       1.6734     0.047129
4879         1   11817521   12018992   1110      56  97173       2.0057     0.022444
90231        1   11879645   12086485    976      59  97173        2.346    0.0094888
5351         1   11894724   12135599   1006      62  97173       2.3059     0.010557
9927         1   11940238   12173572    859      59  97173       1.8928     0.029195
60672        1   11979299   12192106    673      74  97173       2.4172    0.0078197
943          1   12023434   12304264    922     117  97173       1.8461     0.032439
7133         1   12127044   12369279    745     104  97173       1.5613      0.05923
55187        1   12190101   12672099   1447      80  97173       1.3183     0.093695
9249         1   12527939   12777820    964      92  97173      0.71912      0.23603
343066       1   12604566   12827097    917      87  97173      0.61478      0.26935
126767       1   12676118   12888726   1001      61  97173     -0.75778      0.77571
93190        1   12706163   12921102    884      50  97173     -0.59928      0.72551
390999       1   12734984   12938049    807      45  97173     -0.54284      0.70638
65121        1   12751546   12956777    735      41  97173     -0.27105      0.60682
440560       1   12784468   12991264    639      33  97173     -0.19128      0.57585
343069       1   12807261   13008578    544      27  97173    -0.038557      0.51538
65122        1   12816941   13021764    499      30  97173      0.22955      0.40922
400735       1   12839033   13046025    416      22  97173      0.29046      0.38573
343071       1   12852727   13058094    380      17  97173      0.14158      0.44371
441871       1   12876467   13080300     60       4  97173     -0.24255      0.59582
441873       1   13040447   13245000     23       1  97173     -0.71776      0.76355
440563       1   13082960   13284326     23       1  97173     -0.71776      0.76355
645359       1   13116688   13319898     23       1  97173     -0.71776      0.76355
653619       1   13541973   13748987      2       1  97173      -1.4004       0.9193
729528       1   13568269   13773511      4       2  97173      -1.0772       0.8593
645414       1   13594889   13798405    137      20  97173         1.62     0.052616
391004       1   13616088   13819064    234      33  97173       1.7491     0.040138
645425       1   13636907   13847803    394      62  97173       1.3448     0.089348
126755       1   13701445   13940242    888     100  97173       1.9571     0.025167
10630        1   13810252   14044452   1215     110  97173       1.8967     0.028935
7799         1   13926714   14251574   1440      85  97173       0.7014      0.24153
23254        1   14119646   15544544   7058     424  97173       0.3892      0.34856
55092        1   15379028   15646974   1560      89  97173     -0.72432      0.76557
727684       1   15390692   15598120   1336      73  97173     -0.43108       0.6668
114827       1   15473730   15824767   1633     129  97173      -1.3559      0.91244
79180        1   15636391   15856839    835      93  97173      -1.6382      0.94931
11330        1   15664938   15873153    797      77  97173       -1.641       0.9496
63036        1   15683223   15898586    816      64  97173      -1.3747      0.91539
51032        1   15702596   15917895    853      52  97173      -1.1871      0.88241
842          1   15717896   15951407    916      51  97173     -0.54535      0.70724
23341        1   15753343   15998228    894      41  97173    -0.053111      0.52118
79814        1   15798194   16011605    783      20  97173      0.30423      0.38048
84301        1   15843953   16095539    882      34  97173      0.83844      0.20089
6248         1   15886364   16088217    712      30  97173       1.0349      0.15036
23207        1   15910632   16161264   1005      45  97173      0.63038      0.26422
284723       1   15962721   16167884    805      51  97173      0.49427      0.31056
388595       1   15968987   16174292    806      51  97173       0.4222      0.33644
54751        1   15983107   16213089    865      61  97173     0.029191      0.48836
440567       1   16033657   16234194    778      62  97173    -0.097492      0.53883
23013        1   16074359   16366951   1199      53  97173     -0.64272       0.7398
7709         1   16168364   16402627   1030      43  97173       0.1822      0.42771
101928566    1   16202626   16423701   1023      43  97173      0.14179      0.44362
149563       1   16230731   16433184   1031      46  97173     0.063573      0.47465
27129        1   16240523   16446084   1047      48  97173     0.077204      0.46923
1187         1   16248486   16460548   1072      51  97173      0.14446      0.44257
1188         1   16270231   16483821   1071      55  97173      0.17029      0.43239
348487       1   16284264   16500127   1098      58  97173      0.32029      0.37437
1969         1   16350832   16582582   1044      65  97173       0.9175      0.17944
128272       1   16424599   16639104    657      45  97173       1.0301      0.15148
101927546    1   16451343   16653528    580      35  97173       1.1328      0.12866
79363        1   16458182   16663659    578      35  97173       1.0927      0.13725
54455        1   16473339   16778965    848      36  97173      0.86336      0.19397
26099        1   16593525   16824643    615      34  97173      0.25984      0.39749
374955       1   16622101   16863919    589      38  97173      0.24616      0.40278
55707        1   16667167   16886585    491      44  97173      0.21497      0.41489
100133301    1   16765561   16966198    225      23  97173     0.047906       0.4809
55672        1   16788922   17040100    177      19  97173      0.13678       0.4456
729574       1   16899498   17100007     10       2  97173      -0.5342       0.7034
729587       1   16960447   17160956     10       2  97173      -0.5342       0.7034
11223        1   16981129   17190975     10       2  97173      -0.5342       0.7034
9696         1   17148445   17399474    490      35  97173       4.4001   5.4103e-06
4237         1   17200997   17408081    583      28  97173       4.6952   1.3316e-06
23400        1   17212453   17438467    718      35  97173       5.0026   2.8277e-07
6390         1   17245217   17480665    870      51  97173       5.1683   1.1812e-07
11240        1   17293256   17545948   1073      62  97173       5.5249   1.6483e-08
29943        1   17431621   17672501   1282     100  97173       5.4164   3.0408e-08
51702        1   17475593   17710728   1354     105  97173       5.6818    6.664e-09
23569        1   17534690   17790495   1436      99  97173       5.5605   1.3448e-08
353238       1   17598741   17828195   1216      75  97173       5.0618   2.0768e-07
55920        1   17633251   17866250   1085      71  97173        4.547   2.7203e-06
55160        1   17746693   18124370   1241     111  97173      0.41414      0.33938
81569        1   17981808   18253558   1016      95  97173      0.94329      0.17277
84966        1   18334240   18804977   2277     203  97173     -0.62295      0.73334
127707       1   18707424   18912540   1072     105  97173     -0.90328      0.81681
5081         1   18857500   19175360   1487     157  97173   -0.0068884      0.50275
80834        1   19066093   19286155   1215     117  97173     -0.93805      0.82589
8659         1   19097924   19329293   1336     112  97173     -0.73784      0.76969
126917       1   19130774   19382826   1426      97  97173      -1.9687      0.97551
23352        1   19301000   19636812   1325      51  97173     -0.46042      0.67739
23065        1   19442158   19678053    902      52  97173      0.56194      0.28708
51154        1   19478075   19686622    867      53  97173      0.73658      0.23069
22977        1   19509057   19715280    904      61  97173       1.0514      0.14653
8574         1   19529202   19738640    973      63  97173        1.242      0.10712
54896        1   19538740   19758925   1031      55  97173       1.3455     0.089228
832          1   19565267   19912066   1702      79  97173       1.1991      0.11523
440574       1   19823471   20056315   1060      60  97173      0.31574       0.3761
100532736    1   19823471   20084949   1151      78  97173      0.25302      0.40013
4681         1   19869723   20084949    956      82  97173     -0.27789      0.60945
3362         1   19891780   20106055    954      75  97173     -0.77035      0.77945
255104       1   19908706   20226424   1391     126  97173      0.25611      0.39893
54546        1   20040522   20241771    831      83  97173      0.70093      0.24167
23252        1   20108356   20339438   1012      90  97173        1.691     0.045418
30814        1   20146800   20350110    882      83  97173       1.7387      0.04104
5320         1   20201924   20406932    838      75  97173       1.5957     0.055283
5322         1   20286157   20518394    853      85  97173      0.50413      0.30708
26279        1   20339143   20546059    723      92  97173        0.749      0.22693
64600        1   20365823   20576879    747     114  97173      0.63142      0.26388
391013       1   20390484   20601687    783     105  97173       1.0878      0.13835
127733       1   20412578   20622540    808     108  97173       1.5058     0.066065
127731       1   20517412   20781662   1043      85  97173       1.6312     0.051426
55450        1   20708884   20912728    819      76  97173      0.60117      0.27386
79594        1   20725941   20934674    896      83  97173      0.99269      0.16043
163933       1   20778932   20981513    985      70  97173        1.158      0.12344
978          1   20815444   21045401   1162      83  97173       1.4074     0.079649
65018        1   20859948   21078004   1110      77  97173       1.3698     0.085374
1650         1   20878260   21088037   1053      75  97173       1.4882     0.068353
57576        1   20890475   21144317   1123      81  97173       1.3678      0.08568
400745       1   20946225   21159133    778      63  97173      0.91843       0.1792
50809        1   20969170   21213808    790      58  97173      0.78146      0.21726
8672         1   21032785   21603381   1590      44  97173     0.034498      0.48624
1889         1   21443740   21772034   1340      95  97173      0.67126      0.25103
84224        1   21666583   21911393   1313      91  97173     -0.21442      0.58489
249          1   21735475   22004905   1400     114  97173     -0.67806      0.75113
5909         1   21822708   22096010   1270     101  97173     -0.30657      0.62041
84196        1   21904791   22209688   1298      94  97173     0.076782       0.4694
401944       1   22038758   22251714    862      79  97173       0.6201       0.2676
3339         1   22048737   22363750   1733      88  97173      0.70607      0.24007
23436        1   22203418   22415847   1291      58  97173      0.61731      0.26852
10136        1   22228149   22439035   1281      56  97173      0.67683      0.24926
998          1   22279120   22519439   1472      75  97173       1.1899      0.11705
54361        1   22343798   22570474   1154      73  97173       1.1572       0.1236
9923         1   22678344   22957650   1033     109  97173       1.3265     0.092345
2046         1   22790004   23030087    897      88  97173      -1.5425      0.93853
712          1   22863118   23066175    830      76  97173      -2.1854      0.98557
714          1   22869969   23074603    838      84  97173      -2.2758      0.98857
713          1   22879682   23088130    862      78  97173      -2.5072      0.99392
2048         1   22937263   23341823   1416     134  97173     -0.38323      0.64923
646262       1   23179536   23399524    570      52  97173        1.409     0.079425
729059       1   23237327   23442343    472      36  97173       1.3029     0.096305
23028        1   23245937   23510184    639      37  97173       1.2987     0.097025
7798         1   23310516   23604301    722      37  97173        1.336     0.090772
3352         1   23418388   23621222    576      29  97173        1.211      0.11295
10236        1   23535953   23771143    681      55  97173       1.0059      0.15723
80818        1   23585941   23796357    596      45  97173       0.6726       0.2506
6920         1   23607555   23851269    745      55  97173      0.25179       0.4006
55616        1   23655056   23910750    794      64  97173      0.06732      0.47316
1870         1   23732920   23957712    664      69  97173    -0.020234      0.50807
3399         1   23784421   23986285    605      87  97173      0.72894      0.23302
6135         1   23918269   24122915    539      66  97173      0.98218      0.16301
6924         1   23969856   24188549    542      50  97173      0.77412      0.21943
57095        1   24004876   24214722    558      32  97173      0.63291       0.2634
11313        1   24017275   24222029    587      35  97173      0.46937       0.3194
2582         1   24022089   24227294    590      35  97173      0.48109      0.31523
3155         1   24028367   24265110    615      38  97173      0.44103       0.3296
2517         1   24071567   24294859    519      27  97173      0.34434       0.3653
1269         1   24097005   24385549    631      46  97173       0.8821      0.18886
55629        1   24186301   24389952    512      37  97173      0.73372      0.23156
10772        1   24192935   24406953    601      42  97173      0.70201      0.24134
127294       1   24282531   24538665    933      90  97173       1.0461      0.14775
58985        1   24346261   24569783   1033      90  97173       0.8159      0.20728
163702       1   24380647   24613765   1089     110  97173      0.57492      0.28267
57822        1   24545812   24790972    962      65  97173      0.75609       0.2248
90529        1   24583489   24841587    958      73  97173      0.95382      0.17009
57185        1   24642245   24899473   1033      69  97173      0.23065      0.40879
11123        1   24728841   24963510   1021      78  97173     -0.83568      0.79833
400746       1   24782567   25035819    918      75  97173     -0.72148      0.76469
10250        1   24869594   25099772    742      60  97173     -0.65464      0.74365
25932        1   24971760   25270815    760      59  97173       3.2334   0.00061158
864          1   25126002   25391648   1095     104  97173       3.5706   0.00017807
25949        1   25448767   25659013    424      57  97173      0.40998      0.34091
57035        1   25468740   25674010    328      48  97173      0.54971      0.29126
6007         1   25498884   25756936    318      49  97173       1.2854     0.099335
23585        1   25564789   25788852    274      21  97173       1.1982      0.11542
6006         1   25587853   25847363    327      16  97173       1.5645     0.058853
55219        1   25657388   25926700    377      21  97173       1.7771     0.037775
26119        1   25770071   25995377    306      31  97173       1.2325      0.10887
57134        1   25843959   26211258    816      67  97173      0.02963      0.48818
57190        1   26026667   26244713    573      40  97173      0.24142      0.40461
56181        1   26046397   26259433    572      41  97173      0.53832      0.29518
79000        1   26058414   26285939    642      45  97173      0.42125      0.33678
164091       1   26087975   26302461    586      31  97173      0.59857      0.27473
3925         1   26110670   26333368    607      30  97173       0.6982      0.24253
5051         1   26186258   26426366    693      44  97173       1.9996      0.02277
2134         1   26248266   26462955    685      35  97173         2.52     0.005867
7780         1   26264513   26473439    683      33  97173       2.7518    0.0029638
84676        1   26277792   26494142    722      41  97173        3.218   0.00064542
149420       1   26337656   26552039    810      50  97173       3.2635   0.00055019
79927        1   26385511   26589119    805      43  97173       3.1231   0.00089493
51042        1   26396388   26597364    801      45  97173       2.9381    0.0016514
10256        1   26403981   26616375    844      47  97173       2.6746    0.0037411
378807       1   26417119   26629033    844      45  97173       2.4332    0.0074825
64793        1   26460644   26705529   1040      48  97173        1.281       0.1001
83442        1   26506213   26708013    861      39  97173      0.15143      0.43982
91544        1   26508773   26744756   1021      49  97173    -0.029233      0.51166
1043         1   26544411   26747014    876      50  97173     -0.15952      0.56337
55057        1   26548350   26780621    921      61  97173     -0.11209      0.54463
257101       1   26588125   26801023    808      63  97173     0.067896      0.47293
79727        1   26637269   26856219    803      71  97173     0.044481      0.48226
79947        1   26658773   26897797    814      66  97173     -0.12777      0.55083
3151         1   26698902   26903133    657      52  97173     -0.20706      0.58202
6195         1   26756249   27001520    597      54  97173      0.79382      0.21365
101928728    1   26918623   27122896    330      41  97173       1.1345      0.12829
8289         1   26922522   27208601    471      38  97173       1.0166      0.15467
55650        1   27013739   27224894    345      19  97173      0.89682      0.18491
84243        1   27053201   27284092    368      21  97173      0.82744      0.20399
2810         1   27089633   27290947    324      20  97173      0.81731      0.20688
54707        1   27105872   27316869    340      23  97173       0.6978      0.24265
63906        1   27116979   27326962    340      22  97173      0.64201      0.26043
8431         1   27137975   27340567    334      22  97173       0.4572      0.32376
10726        1   27148187   27373362    392      30  97173      0.55071      0.29092
126695       1   27176047   27386901    414      37  97173      0.29618      0.38355
388610       1   27220189   27427377    435      48  97173      0.39126       0.3478
115572       1   27231511   27439333    429      50  97173      0.42351      0.33596
6548         1   27325300   27581621    585      40  97173     -0.15131      0.56013
23038        1   27461007   27735124    585      43  97173      -1.9103      0.97195
84065        1   27548636   27762891    425      43  97173      -1.2298      0.89062
84958        1   27568483   27780423    422      43  97173      -1.0132      0.84452
9064         1   27581670   27793558    429      42  97173     -0.60479      0.72734
8547         1   27595601   27801315    426      43  97173     -0.56059      0.71246
388611       1   27605596   27809823    424      44  97173     -0.55624      0.71098
2827         1   27619148   27822318    411      41  97173     -0.43263      0.66736
10163        1   27630734   27916678    539      44  97173     -0.45015       0.6737
27245        1   27760756   28030463    539      48  97173     -0.71209       0.7618
2268         1   27838800   28061727    458      52  97173     -0.44324       0.6712
2537         1   27892572   28098724    453      43  97173      0.16104      0.43603
199870       1   27952490   28189426    557      31  97173      0.81992      0.20613
23673        1   27999694   28250963    658      38  97173       1.3265      0.09233
5511         1   28057252   28278183    632      42  97173       1.3478      0.08886
9473         1   28099055   28313196    667      53  97173      0.99569       0.1597
6118         1   28118035   28341255    710      58  97173      0.85126      0.19731
27293        1   28161456   28385663    775      52  97173      0.39476      0.34651
55113        1   28186504   28394604    769      50  97173      0.24154      0.40457
2140         1   28196855   28515173   1051      69  97173      0.59739      0.27512
5724         1   28373677   28620447    757      62  97173      0.36744      0.35665
22826        1   28426789   28659542    644      47  97173      0.51775      0.30232
93974        1   28462602   28664616    541      31  97173      -0.2478      0.59785
83667        1   28485963   28709002    666      33  97173     -0.34534      0.63508
54797        1   28555513   28762478    676      24  97173     0.078413      0.46875
65979        1   28596093   28926881    974      30  97173      0.14266      0.44328
1104         1   28732455   28965708    599      26  97173     0.098128      0.46092
54952        1   28779529   29005057    519      27  97173     -0.27215      0.60725
115273       1   28818712   29021098    433      33  97173     -0.36389      0.64203
6883         1   28829608   29075416    511      33  97173     -0.62071      0.73261
10691        1   28895234   29142115    511      36  97173      -1.2534      0.89498
51441        1   28963133   29196287    638      43  97173      -1.2482      0.89403
4985         1   29038654   29290208    831      72  97173      -0.8451      0.80097
2035         1   29113603   29546558   1358      63  97173     -0.11891      0.54733
399474       1   29345937   29550421    547      36  97173      0.15703      0.43761
6429         1   29374250   29608637    669      41  97173      0.32414      0.37292
51102        1   29419385   29657460    734      54  97173    -0.094762      0.53775
10076        1   29463028   29753325    941      98  97173     -0.57098      0.71599
4146         1   31084124   31296432    905      88  97173        0.745      0.22814
7805         1   31105315   31330683    970     105  97173      0.77288       0.2198
9672         1   31242313   31481480    867      94  97173    -0.074145      0.52955
9698         1   31304353   31638838   1242      66  97173      0.40552      0.34255
79570        1   31552592   31812734   1018      40  97173      -1.1535      0.87565
9410         1   31632415   31869644    851      26  97173      -2.0589      0.98025
51538        1   31669832   31938569   1007      25  97173      -1.7578      0.96061
2170         1   31738100   31945923    681      23  97173      -1.3273      0.90779
347735       1   31782412   32007527    862      33  97173     -0.65285      0.74307
64129        1   31942086   32153290    754      41  97173       1.2394      0.10759
3061         1   31983290   32193214    659      56  97173       1.6039     0.054372
553115       1   31995463   32210838    644      61  97173       1.4565     0.072634
1307         1   32017848   32269768    645      52  97173       1.5869     0.056268
576          1   32092718   32330494    616      47  97173      0.66735      0.25227
90853        1   32156023   32381630    621      49  97173     -0.75574       0.7751
8073         1   32272022   32503988    584      50  97173      -1.0189      0.84588
10657        1   32379295   32626460    450      47  97173      0.95123      0.17074
55116        1   32438503   32668467    339      33  97173       1.4584     0.072367
23633        1   32473644   32742169    398      29  97173       1.8392     0.032942
200081       1   32545293   32763886    358      28  97173       1.9611     0.024934
79140        1   32566202   32770991    326      30  97173       1.9738     0.024202
55721        1   32571236   32774288    324      30  97173       1.9842     0.023617
149069       1   32574695   32781797    323      31  97173       1.9879     0.023411
56063        1   32580040   32787954    318      32  97173       1.8377     0.033056
8668         1   32587971   32797205    311      34  97173        1.848     0.032298
84734        1   32612818   32814461    284      40  97173       1.7641     0.038854
3932         1   32616840   32851766    305      57  97173       1.6683     0.047625
3065         1   32657708   32899227    299      63  97173       1.8226     0.034184
65108        1   32699430   32901840    251      65  97173       2.1963     0.014034
81629        1   32718365   32930098    280      58  97173       1.7584     0.039336
100128071    1   32726871   32927844    256      55  97173       1.6855     0.045951
55108        1   32730704   32960062    291      58  97173       1.9075     0.028228
728116       1   32830658   33053460    465      33  97173       1.3986     0.080971
653121       1   32904772   33171542    739      33  97173      0.36993      0.35572
339487       1   32986421   33216565    678      28  97173     -0.50517      0.69328
5928         1   33016749   33251812    654      33  97173     -0.54896      0.70848
81493        1   33045507   33268361    629      34  97173     -0.58762      0.72161
57648        1   33107492   33340571    602      43  97173     -0.80323      0.78908
8565         1   33140840   33383633    579      51  97173     -0.91434      0.81973
64766        1   33182368   33424480    561      44  97173      -1.9005      0.97131
252995       1   33227869   33438093    482      44  97173      -1.7009      0.95552
3208         1   33251688   33460247    498      45  97173      -1.7376      0.95886
113452       1   33260196   33467041    480      46  97173      -1.8441      0.96742
127544       1   33302050   33530467    528      46  97173      -3.1292      0.99912
204          1   33373541   33602512    529      34  97173      -2.9961      0.99863
113451       1   33446711   33686132    584      30  97173      -2.1553      0.98443
55223        1   33511000   33747671    588      31  97173      -1.7678      0.96145
149076       1   33621908   33866321    699      41  97173      -2.0528      0.97995
127550       1   33672367   33886699    624      34  97173      -1.7615      0.96092
1912         1   33689224   33941194    778      34  97173      -1.8526      0.96803
7579         1   33838232   34062105    816      70  97173      -1.7367      0.95878
114784       1   33879609   34731443   3279     260  97173       1.6241     0.052173
127540       1   34226076   34430392    767      65  97173       1.9725     0.024274
84970        1   34532624   34784732   1122     106  97173       1.2264      0.11002
