GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
1677         1    3723845    3836993    671      42  59957      0.16117      0.43598
339448       1    3770697    3866857    393      43  59957      0.61181      0.27033
55966        1    4665105    4878851   1099     121  59957      0.57012       0.2843
261734       1    5887870    6102618    786      44  59957      -1.3406      0.90998
8514         1    6002358    6196253    672      76  59957     -0.80991        0.791
26038        1    6126847    6290194    578      65  59957      -0.8577      0.80447
6146         1    6210080    6309679    302      41  59957      -1.7951      0.96368
388591       1    6216189    6316359    281      36  59957      -1.4403      0.92511
23463        1    6246253    6346044    271      43  59957     -0.52609      0.70059
390992       1    6254252    6340638    237      45  59957     -0.96883      0.83368
387509       1    6272406    6371035    292      46  59957        0.727      0.23361
11332        1    6289332    6503826    812      42  59957       2.3933    0.0083477
83715        1    6434836    6556004    403      31  59957       3.3708    0.0003748
54626        1    6440292    6534724    333      24  59957       3.2913   0.00049855
8718         1    6485787    6577432    283      38  59957       3.1672   0.00076957
57449        1    6491152    6630121    457      42  59957       2.8542    0.0021573
79707        1    6546407    6664658    399      27  59957        0.953      0.17029
80835        1    6564987    6674817    360      33  59957      0.85809      0.19542
3104         1    6590051    6684340    290      33  59957      0.62819      0.26494
9903         1    6615784    6712958    255      36  59957     -0.16751      0.56651
148479       1    6623756    6719093    261      36  59957     -0.41211      0.65987
90326        1    6634925    6730646    255      28  59957     -0.56879      0.71525
55735        1    6659228    6811966    412      34  59957      -1.0993      0.86419
23261        1    6795384    7864766   3622     259  59957       1.4489     0.073681
9341         1    7781329    7876492    326      41  59957       2.9441    0.0016193
8863         1    7794413    7940241    597      41  59957       3.5173     0.000218
10911        1    7872672    7963551    443      42  59957       4.0357   2.7218e-05
3604         1    7940931    8053225    337      34  59957        4.668   1.5211e-06
11315        1    7971714    8080342    238      31  59957       4.5881   2.2361e-06
54206        1    8036779    8136393    187      19  59957       5.0245   2.5238e-07
50651        1    8328171    8439227    315      35  59957       2.0552     0.019929
473          1    8377464    8927699   1007      40  59957          1.8      0.03593
2023         1    8886059    8989151    292      36  59957      0.70263      0.24114
765          1    8955893    9070151    489      91  59957     -0.28526      0.61228
155184       1    9028359    9136404    431      72  59957      0.27863      0.39026
6518         1    9062005    9181763    526      48  59957      0.51895       0.3019
80045        1    9128472    9239229    399      51  59957      0.57901      0.28129
9563         1    9244822    9366396    524      54  59957       1.7938     0.036424
80176        1    9285202    9464591    802      97  59957       2.6426    0.0041131
84275        1    9549528    9677831    253      30  59957      0.51105      0.30466
199953       1    9598932    9709935    231      33  59957       1.1603      0.12295
5293         1    9661789    9824172    393      62  59957       0.5945      0.27609
22883        1    9754079    9934550    367      42  59957      0.32524       0.3725
56998        1    9873334   10020316    358      53  59957    -0.017019      0.50679
84328        1    9947168   10053460    250      40  59957     -0.23342      0.59228
64802        1    9953486   10080556    296      30  59957     -0.15807       0.5628
116362       1   10007255   10111078    234      27  59957     -0.18765      0.57442
10277        1   10043041   10276297    646      34  59957      -0.1993      0.57899
23095        1   10220606   10476664    859      27  59957    -0.034787      0.51388
5226         1   10408884   10515565    317      28  59957      0.17778      0.42945
378708       1   10439944   10545239    292      30  59957       0.7987      0.21223
100526739    1   10440159   10547060    297      30  59957      0.78348      0.21667
1325         1   10459776   10547060    235      31  59957      0.96464      0.16736
5195         1   10485003   10725815    681      56  59957       1.1911       0.1168
1676         1   10485588   10582613    262      20  59957       1.3335     0.091188
54897        1   10661661   10906733    777     121  59957       1.3941     0.081638
148345       1   10971530   11092094    440      61  59957     -0.91948      0.82108
23435        1   11022462   11120549    288      32  59957      -1.6024      0.94547
10747        1   11051580   11157296    297      21  59957      -0.6305      0.73582
6723         1   11079649   11170091    258      14  59957    -0.097497      0.53883
5394         1   11091675   11209961    327      14  59957      0.16238       0.4355
2475         1   11131588   11372614    584      19  59957      0.25766      0.39834
10218        1   11199346   11291038    209      12  59957      0.38074       0.3517
29914        1   11283255   11383491    230      21  59957     -0.16622      0.56601
57540        1   11489295   11632640    505      32  59957    -0.069794      0.52782
93611        1   11664432   11758384    322      52  59957       -1.266      0.89724
26232        1   11672924   11764888    317      53  59957      -1.1461      0.87411
26270        1   11674150   11769411    332      57  59957      -1.2161      0.88802
10459        1   11699537   11801678    350      68  59957     -0.27385       0.6079
374946       1   11701781   11815336    397      77  59957     -0.35574      0.63898
57085        1   11746142   11845828    385      59  59957      0.16243      0.43548
284498       1   11773827   11884642    468      40  59957      0.46649      0.32043
4524         1   11810787   11916160    519      25  59957       0.3076      0.37919
1185         1   11816153   11938201    610      34  59957      0.26317      0.39621
4878         1   11870766   11957840    439      38  59957      0.30914      0.37861
4879         1   11882521   11968992    431      43  59957     0.067646      0.47303
90231        1   11944645   12036485    342      27  59957     0.067792      0.47298
5351         1   11944724   12070599    440      35  59957       0.0797      0.46824
9927         1   11990238   12108572    328      31  59957      0.69604       0.2432
60672        1   12029299   12127106    262      33  59957       2.2214     0.013163
943          1   12073434   12239264    496      93  59957       2.7754    0.0027569
7133         1   12177044   12304279    440      72  59957       1.1548      0.12409
55187        1   12240101   12607099    954      45  59957       2.1014     0.017803
9249         1   12592939   12727820    592      66  59957        1.329     0.091918
343066       1   12654566   12762097    397      51  59957        1.763     0.038948
126767       1   12726118   12823726    319      31  59957      0.57744      0.28182
93190        1   12756163   12856102    313      25  59957     -0.25085      0.59904
390999       1   12784984   12873049    318      25  59957       -1.006      0.84279
65121        1   12801546   12891777    297      28  59957      -1.1753      0.88007
440560       1   12849468   12941264    340      25  59957     -0.91564      0.82007
65122        1   12866941   12956764    297      20  59957     -0.85362      0.80334
343069       1   12872261   12958578    255      19  59957     -0.62934      0.73544
400735       1   12904033   12996025    139      11  59957     -0.10829      0.54312
343071       1   12917727   13008094     64      12  59957    -0.058397      0.52328
441871       1   12926467   13015300     17       8  59957      0.45607      0.32417
440561       1   12963302   13057406      1       1  59957       1.0386       0.1495
653606       1   12985543   13073381      1       1  59957       1.0386       0.1495
441873       1   13090447   13180000     30       7  59957      0.37096      0.35533
440563       1   13147960   13234326     63       8  59957   -0.0067276      0.50268
645359       1   13181688   13269898     23       5  59957     -0.42904      0.66605
343068       1   13309819   13404057      1       1  59957     -0.64983       0.7421
391002       1   13351646   13440765      1       1  59957     -0.64983       0.7421
645382       1   13361517   13449502      1       1  59957     -0.64983       0.7421
343070       1   13371176   13463191      1       1  59957     -0.64983       0.7421
645425       1   13686907   13782803     16       5  59957     -0.79982      0.78809
126755       1   13766445   13890242    568      70  59957      0.35891      0.35983
10630        1   13860252   13979452    585      69  59957     -0.31784       0.6247
7799         1   13976714   14186574    727      45  59957      -1.4381       0.9248
23254        1   14169646   15479544   5556     406  59957        1.642       0.0503
55092        1   15429028   15581974    864      51  59957     -0.33874       0.6326
727684       1   15455692   15548120    484      37  59957     -0.44097      0.67038
114827       1   15523730   15759767   1001     108  59957       1.0285      0.15186
79180        1   15686391   15791839    376      53  59957       1.5069     0.065919
11330        1   15714938   15808153    315      56  59957       1.9446     0.025909
63036        1   15733223   15833586    350      53  59957        1.989     0.023349
51032        1   15752596   15852895    362      40  59957       2.0546     0.019958
842          1   15782896   15901407    406      28  59957       1.3637     0.086338
23341        1   15803343   15933228    486      19  59957      0.84498      0.19906
79814        1   15863194   15961605    337      15  59957      0.62705      0.26531
84301        1   15893953   16030539    432      16  59957      0.56036      0.28762
6248         1   15936364   16023217    207      13  59957       0.3475      0.36411
23207        1   15960632   16096264    385      29  59957        1.199      0.11527
284723       1   16012721   16102884    286      31  59957       1.9503     0.025569
388595       1   16018987   16109292    283      35  59957       2.2471     0.012316
54751        1   16033107   16148089    438      51  59957       2.1817     0.014566
440567       1   16098657   16184194    338      31  59957       1.8573     0.031637
23013        1   16124359   16301951    489      34  59957       1.7918      0.03658
7709         1   16233364   16352627    403      30  59957       1.2006      0.11496
101928566    1   16252626   16358701    408      30  59957       1.1073      0.13408
149563       1   16280731   16368184    401      30  59957      0.96285      0.16781
1187         1   16298486   16395548    561      37  59957      0.93435      0.17506
27129        1   16305523   16396084    550      35  59957      0.88992      0.18675
1188         1   16320231   16418821    558      39  59957      0.95753      0.16915
348487       1   16349264   16450127    503      38  59957       1.5146     0.064943
1969         1   16415832   16532582    398      35  59957      0.95854       0.1689
128272       1   16489599   16589104    319      29  59957      -2.5714      0.99494
101927546    1   16516343   16603528    268      21  59957      -2.2416      0.98751
79363        1   16523182   16613659    255      20  59957      -1.8696      0.96923
54455        1   16538339   16728965    478      23  59957     -0.73218      0.76797
26099        1   16643525   16759643    305      27  59957     -0.67079      0.74882
374955       1   16687101   16813919    388      47  59957     -0.52381      0.69979
55707        1   16717167   16821585    343      38  59957     -0.28718      0.61301
100133301    1   16815561   16901198    123      19  59957      0.67738      0.24908
55672        1   16853922   16990100     14       6  59957      0.61261      0.27007
729574       1   16949498   17035007     26      10  59957         1.67     0.047456
729587       1   17025447   17110956     13       7  59957       2.1529     0.015664
11223        1   17046129   17140975      6       4  59957      0.20266       0.4197
9696         1   17198445   17334474    343      35  59957        1.756     0.039541
4237         1   17265997   17358081    250      39  59957       1.6913     0.045389
23400        1   17277453   17388467    332      31  59957       1.7512     0.039952
6390         1   17310217   17430665    485      26  59957       1.8199     0.034386
11240        1   17358256   17495948    612      35  59957       1.5375     0.062086
29943        1   17481621   17607501    646      79  59957        2.183     0.014517
51702        1   17525593   17645728    622      68  59957       1.3925     0.081883
23569        1   17584690   17725495    779      52  59957    -0.036632      0.51461
353238       1   17648741   17763195    545      41  59957      -0.3464      0.63548
55920        1   17698251   17816250    459      34  59957      -0.8081      0.79048
55160        1   17796693   18059370    774      80  59957       1.1754      0.11992
81569        1   18031808   18188558    508      60  59957     -0.19305      0.57654
84966        1   18384240   18739977   1526     188  59957      0.44145      0.32944
127707       1   18757424   18847540    455      58  59957       1.8736     0.030491
5081         1   18907500   19110360    795     101  59957       1.3574     0.087323
80834        1   19131093   19236155    646      64  59957     -0.34084      0.63339
8659         1   19162924   19279293    636      79  59957     -0.36612      0.64286
126917       1   19195774   19332826    701      58  59957    -0.052937      0.52111
23352        1   19366000   19586812    655      37  59957    -0.030204      0.51205
23065        1   19507158   19628053    454      30  59957     -0.57379      0.71694
51154        1   19528075   19621622    396      26  59957     -0.68261      0.75257
22977        1   19574057   19665280    430      41  59957      -1.2248      0.88968
54896        1   19588740   19693925    473      45  59957      -1.8745      0.96957
8574         1   19594202   19688640    421      40  59957      -1.8684      0.96915
832          1   19630267   19862066    966      52  59957     -0.76632      0.77826
440574       1   19873471   19991315    412      37  59957    -0.006355      0.50254
100532736    1   19873471   20019949    535      40  59957      0.41912      0.33756
4681         1   19919723   20019949    349      41  59957      0.67302      0.25047
3362         1   19941780   20041055    376      42  59957      0.77873      0.21807
255104       1   19973706   20176424    828     102  59957       8.3316   3.9889e-17
54546        1   20105522   20191771    384      59  59957       8.7803   8.1524e-19
23252        1   20158356   20274438    442      49  59957       8.1579   1.7042e-16
30814        1   20211800   20300110    341      42  59957       6.7405   7.8912e-12
5320         1   20266924   20356932    353      51  59957       2.1579     0.015469
5322         1   20336157   20453394    415      47  59957       1.0294      0.15165
26279        1   20404143   20496059    301      72  59957       1.3823      0.08344
64600        1   20415823   20511879    310      71  59957       1.2292       0.1095
391013       1   20455484   20551687    281      51  59957       1.0389      0.14942
127733       1   20462578   20557540    286      50  59957      0.98486      0.16235
127731       1   20567412   20716662    602      50  59957      0.13804       0.4451
55450        1   20773884   20862728    226      38  59957     -0.76865      0.77895
79594        1   20790941   20884674    292      30  59957     -0.73546      0.76897
163933       1   20828932   20916513    408      43  59957     -0.25248      0.59966
978          1   20865444   20980401    568      40  59957     -0.60011      0.72578
65018        1   20909948   21013004    412      30  59957      -1.2675      0.89751
1650         1   20943260   21038037    392      49  59957      -0.3818      0.64869
57576        1   20955475   21094317    476      67  59957      0.80758      0.20967
400745       1   21011225   21109133    325      43  59957       1.4198     0.077832
50809        1   21034170   21163808    269      30  59957       1.6728     0.047182
8672         1   21097785   21553381    724      49  59957       1.9198      0.02744
1889         1   21508740   21722034    684      67  59957       2.1358     0.016349
84224        1   21716583   21846393    476      47  59957    -0.040726      0.51624
249          1   21785475   21939905    630      65  59957      0.41683       0.3384
5909         1   21887708   22046010    667      83  59957      0.60943      0.27112
84196        1   21969791   22159688    721      58  59957    -0.047751      0.51904
401944       1   22088758   22186714    421      57  59957      0.32824      0.37136
3339         1   22113737   22313750    961      68  59957       2.2366     0.012656
23436        1   22253418   22350847    620      34  59957       3.1388    0.0008483
10136        1   22278149   22374035    666      42  59957       3.2158   0.00065034
998          1   22329120   22454439    522      38  59957       2.1188     0.017052
54361        1   22408798   22520474    460      57  59957       1.6068     0.054044
9923         1   22728344   22892650    448      54  59957       2.4777     0.006612
2046         1   22840004   22965087    438      65  59957      0.91792      0.17933
712          1   22913118   23001175    335      35  59957      0.50131      0.30808
714          1   22919969   23009603    319      32  59957      0.51578        0.303
713          1   22929682   23023130    321      34  59957      0.84688      0.19853
2048         1   22987263   23276823    813     106  59957       1.4226     0.077432
646262       1   23244536   23349524    267      27  59957      0.26145      0.39687
23028        1   23295937   23445184    257      17  59957      0.67584      0.24957
729059       1   23302327   23392343    163      18  59957      0.54639       0.2924
7798         1   23375516   23554301    430      28  59957       1.4278     0.076675
3352         1   23483388   23571222    280      17  59957       1.6045     0.054302
10236        1   23600953   23721143    231      31  59957       1.1721      0.12057
80818        1   23650941   23746357    219      35  59957       1.5851     0.056476
6920         1   23672555   23801269    336      41  59957       1.2789      0.10046
55616        1   23720056   23860750    387      37  59957      0.18719      0.42575
1870         1   23797920   23907712    298      39  59957      -1.0425      0.85142
3399         1   23849421   23936285    190      43  59957     -0.33389      0.63077
6135         1   23968269   24057915    247      39  59957      0.18289      0.42744
6924         1   24019856   24123549    172      35  59957      0.03281      0.48691
57095        1   24054876   24149722    129      32  59957    -0.043424      0.51732
11313        1   24067275   24157029    120      25  59957      0.22621      0.41052
2582         1   24087089   24177294    132      21  59957       0.1443      0.44263
3155         1   24093367   24215110    306      20  59957     -0.65055      0.74233
2517         1   24136567   24244859    358      22  59957      -1.0355      0.84978
1269         1   24162005   24335549    345      22  59957      -1.2325      0.89112
55629        1   24236301   24324952     41      11  59957     -0.40159      0.65601
127294       1   24347531   24488665    496      59  59957       1.2394      0.10761
58985        1   24411261   24519783    410      50  59957         1.36     0.086919
163702       1   24445647   24563765    464      64  59957      0.81028      0.20889
57822        1   24595812   24725972    442      47  59957       1.1562       0.1238
90529        1   24648489   24791587    465      35  59957      0.76867      0.22104
57185        1   24692245   24834473    432      36  59957     -0.39148      0.65228
11123        1   24778841   24898510    405      43  59957      -1.8196      0.96559
400746       1   24832567   24970819    532      48  59957      -0.9358      0.82531
10250        1   24919594   25034772    276      23  59957     -0.11743      0.54674
25932        1   25021760   25205815    376      32  59957     -0.13341      0.55307
864          1   25191002   25341648    507      60  59957       2.8775    0.0020045
25949        1   25513767   25609013     96      38  59957      -1.6915      0.95463
57035        1   25533740   25624010     62      25  59957      -1.6581      0.95135
6007         1   25548884   25691936    112      26  59957      -1.3865       0.9172
23585        1   25614789   25723852    120      13  59957     -0.65008      0.74218
6006         1   25652853   25797363    226      15  59957      -0.1668      0.56624
55219        1   25707388   25861700    256      10  59957    -0.018662      0.50744
26119        1   25820071   25930377    260      36  59957       1.4476     0.073858
57134        1   25893959   26146258    596      46  59957       2.0812     0.018706
57190        1   26076667   26179713    253      21  59957       0.3809      0.35164
56181        1   26096397   26194433    231      15  59957      0.25944      0.39765
79000        1   26123414   26235939    231      14  59957    -0.005754       0.5023
164091       1   26152975   26252461    187      16  59957       0.0614      0.47552
3925         1   26175670   26283368    200      24  59957     0.016956      0.49324
5051         1   26251258   26376366    289      20  59957      0.25488      0.39941
2134         1   26298266   26397955    234      24  59957      0.18064      0.42832
7780         1   26329513   26423439    229      25  59957      0.55064      0.29094
84676        1   26342792   26444142    249      19  59957      0.41463      0.33921
149420       1   26387656   26487039    249      14  59957    -0.085483      0.53406
79927        1   26435511   26524119    244      24  59957       -1.231      0.89085
51042        1   26446388   26532364    265      22  59957     -0.82803      0.79617
10256        1   26453981   26551375    316      30  59957      0.78991      0.21479
378807       1   26467119   26564033    338      31  59957       1.1384      0.12747
64793        1   26510644   26640529    470      26  59957       2.1784     0.014688
83442        1   26556213   26643013    302      16  59957       2.3373    0.0097114
91544        1   26573773   26694756    438      28  59957       2.0795     0.018785
1043         1   26594411   26682014    304      22  59957       2.0183     0.021779
55057        1   26613350   26730621    458      42  59957       1.9295     0.026835
257101       1   26653125   26751023    377      48  59957       1.8663     0.030999
79727        1   26687269   26791219    326      46  59957       1.9319     0.026688
79947        1   26708773   26832797    329      40  59957       1.8262     0.033909
3151         1   26748902   26838133    184      27  59957      0.62102      0.26729
6195         1   26806249   26936520    304      33  59957       1.2806      0.10016
8289         1   26972522   27143601    256      17  59957    -0.054973      0.52192
101928728    1   26983623   27072896    144      16  59957       -0.291      0.61447
55650        1   27063739   27159894    144      19  59957     -0.13768      0.55475
84243        1   27103201   27219092    165      20  59957     -0.29713      0.61681
2810         1   27139633   27225947    136      17  59957     -0.41668      0.66154
54707        1   27170872   27266869    152      19  59957      0.20591      0.41843
63906        1   27181979   27276962    145      19  59957      0.35916      0.35974
10726        1   27198187   27308362    168      22  59957      0.41341      0.33965
8431         1   27202975   27290567    136      18  59957      0.49462      0.31043
126695       1   27241047   27336901    136      19  59957      0.49448      0.31048
388610       1   27270189   27362377    127      22  59957      0.01326      0.49471
115572       1   27296511   27389333    195      26  59957     -0.37699      0.64691
6548         1   27390300   27531621    293      25  59957    -0.058108      0.52317
23038        1   27511007   27670124    295      25  59957       1.6263     0.051948
84065        1   27598636   27697891    215      33  59957       1.8385     0.032991
84958        1   27618483   27715423    210      40  59957       1.9563     0.025215
9064         1   27646670   27743558    217      48  59957       1.8016     0.035807
8547         1   27660601   27751315    203      46  59957       1.8008     0.035865
2827         1   27669148   27757318    192      41  59957       1.5482     0.060787
388611       1   27670596   27759823    193      39  59957       1.5085     0.065718
10163        1   27695734   27866678    344      26  59957      0.79115      0.21443
27245        1   27825756   27980463    273      40  59957       1.2141      0.11236
2268         1   27903800   28011727    216      42  59957        1.718     0.042898
2537         1   27957572   28048724    235      28  59957       1.1316      0.12891
199870       1   28002490   28124426    253      12  59957      0.13819      0.44504
23673        1   28049694   28185963    218      15  59957       -0.166      0.56592
5511         1   28107252   28213183    192      30  59957     -0.53066      0.70217
9473         1   28149055   28248196    277      29  59957        0.429      0.33396
6118         1   28183035   28291255    404      30  59957       1.0844      0.13909
27293        1   28211456   28320663    416      39  59957       1.5544     0.060049
55113        1   28236504   28329604    353      39  59957       1.8316     0.033507
2140         1   28261855   28465173    623      50  59957       1.8563     0.031707
5724         1   28438677   28570447    331      42  59957     -0.11375      0.54528
22826        1   28491789   28609542    354      23  59957      0.48532      0.31373
93974        1   28512602   28599616    288      18  59957      0.50739      0.30594
83667        1   28535963   28644002    340      28  59957      0.38944      0.34847
54797        1   28605513   28697478    241      23  59957     -0.68756      0.75414
65979        1   28646093   28861881    638      16  59957     -0.30846      0.62113
1104         1   28782455   28900708    306      21  59957      0.15145      0.43981
54952        1   28829529   28940057    243      31  59957       0.1573       0.4375
115273       1   28868712   28956098    157      28  59957      0.25831      0.39808
6883         1   28894608   29025416    221      36  59957     0.010885      0.49566
10691        1   28945234   29077115    244      32  59957     -0.13958       0.5555
51441        1   29013133   29131287    257      26  59957      0.22814      0.40977
4985         1   29088654   29225208    426      46  59957      0.75689      0.22456
2035         1   29163603   29481558    794      41  59957       1.5506     0.060494
399474       1   29410937   29500421    193      28  59957       1.7836     0.037248
6429         1   29439250   29558637    278      24  59957       1.5246     0.063683
51102        1   29484385   29607460    291      29  59957      0.96582      0.16707
10076        1   29513028   29688325    495      58  59957      0.45974      0.32285
4146         1   31149124   31246432    351      39  59957       1.8805     0.030023
7805         1   31170315   31280683    387      51  59957       2.0524     0.020064
9672         1   31307313   31431480    446      78  59957     -0.21075      0.58346
9698         1   31369353   31588838    739      37  59957     -0.20586      0.58155
79570        1   31617592   31762734    527      30  59957     -0.22325      0.58833
9410         1   31697415   31819644    376      16  59957      0.09378      0.46264
51538        1   31719832   31873569    461      17  59957      -0.1123      0.54471
2170         1   31803100   31895923    279      15  59957    -0.071822      0.52863
347735       1   31832412   31942527    433      28  59957      0.98874       0.1614
64129        1   31992086   32088290    287      34  59957     -0.44683       0.6725
3061         1   32033290   32128214    198      24  59957    -0.029839       0.5119
553115       1   32060463   32160838    219      22  59957    -0.062415      0.52488
1307         1   32082848   32219768    328      37  59957     -0.71131      0.76155
576          1   32157718   32280494    325      29  59957     -0.75802      0.77578
90853        1   32221023   32331630    304      34  59957    -0.054771      0.52184
8073         1   32337022   32453988    231      38  59957       1.0147      0.15513
10657        1   32429295   32561460    216      38  59957     -0.19062      0.57559
55116        1   32488503   32603467    161      29  59957      0.50876      0.30546
23633        1   32523644   32677169    240      27  59957    -0.017566      0.50701
200081       1   32595293   32698886    168      22  59957     0.011629      0.49536
79140        1   32616202   32705991    158      18  59957     -0.43927      0.66977
55721        1   32621236   32709288    163      18  59957     -0.54611       0.7075
149069       1   32624695   32716797    168      20  59957     -0.58874      0.72198
8668         1   32637971   32732205    182      25  59957      -0.5773      0.71813
56063        1   32645040   32737954    178      25  59957     -0.55787      0.71153
84734        1   32662818   32749461    155      26  59957     -0.59754      0.72493
3932         1   32666840   32786766    187      36  59957    -0.012429      0.50496
3065         1   32707708   32834227    148      55  59957      0.73666      0.23067
65108        1   32764430   32851840     73      42  59957       2.4253    0.0076469
81629        1   32768365   32865098     86      46  59957       1.7059     0.044012
100128071    1   32791871   32877844     79      43  59957       1.5085     0.065708
55108        1   32795704   32910062    141      29  59957       1.4852     0.068742
728116       1   32880658   32988460    217      23  59957       1.0952      0.13671
653121       1   32954772   33106542    393      24  59957     -0.44789      0.67288
339487       1   33051421   33166565    309      15  59957     -0.68314      0.75274
5928         1   33066749   33186812    320      12  59957     -0.43605       0.6686
81493        1   33110507   33218361    262      16  59957     -0.47086      0.68113
57648        1   33157492   33275571    271      35  59957      0.60473      0.27268
8565         1   33205840   33333633    251      32  59957       1.3156     0.094152
64766        1   33232368   33359480    260      28  59957       1.1808      0.11885
252995       1   33292869   33388093    187      34  59957      0.99307      0.16034
3208         1   33301688   33395247    190      34  59957      0.84643      0.19866
113452       1   33325196   33417041    200      34  59957      0.29934      0.38234
127544       1   33367050   33480467    242      31  59957     -0.65903      0.74506
204          1   33438541   33552512    242      26  59957    -0.042949      0.51713
113451       1   33496711   33621132    256      21  59957       1.1052      0.13455
55223        1   33576000   33697671    277      15  59957       1.8179     0.034539
149076       1   33671908   33801321    316      32  59957       2.5969    0.0047039
127550       1   33737367   33836699    285      24  59957       3.0562    0.0011207
1912         1   33754224   33891194    419      28  59957       3.2818   0.00051576
7579         1   33888232   33997105    343      39  59957       1.8427     0.032687
114784       1   33944609   34681443   2437     221  59957       0.3433      0.36569
127540       1   34276076   34365392    326      28  59957     -0.17947      0.57122
84970        1   34582624   34719732    510      56  59957     -0.80591      0.78985
2709         1   35170648   35259113    371      64  59957       0.7602      0.22357
